event_id,timestamp,device_id,query_domain,query_type,response_code,threat_intel_flag
dns_evt_004989,2026-01-01T11:09:00+00:00,endpoint_0203,service-989.synthetic.example,TXT,NOERROR,False
dns_evt_004990,2026-01-01T11:10:00+00:00,endpoint_0492,service-990.synthetic.example,TXT,NOERROR,False
dns_evt_004991,2026-01-01T11:11:00+00:00,endpoint_0917,service-991.synthetic.example,TXT,NOERROR,False
dns_evt_004992,2026-01-01T11:12:00+00:00,endpoint_0641,service-992.synthetic.example,A,NOERROR,False
dns_evt_004993,2026-01-01T11:13:00+00:00,endpoint_0799,service-993.synthetic.example,AAAA,NOERROR,False
dns_evt_004994,2026-01-01T11:14:00+00:00,endpoint_0975,service-994.synthetic.example,TXT,NOERROR,False
dns_evt_004995,2026-01-01T11:15:00+00:00,endpoint_0420,service-995.synthetic.example,A,NOERROR,False
dns_evt_004996,2026-01-01T11:16:00+00:00,endpoint_0060,service-996.synthetic.example,TXT,NOERROR,False
dns_evt_004997,2026-01-01T11:17:00+00:00,endpoint_0383,service-997.synthetic.example,TXT,NOERROR,False
dns_evt_004998,2026-01-01T11:18:00+00:00,endpoint_0637,service-998.synthetic.example,AAAA,NOERROR,False
dns_evt_004999,2026-01-01T11:19:00+00:00,endpoint_0732,service-999.synthetic.example,A,NOERROR,False
dns_evt_005000,2026-01-01T11:20:00+00:00,endpoint_0391,service-0.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005001,2026-01-01T11:21:00+00:00,endpoint_0189,service-1.synthetic.example,A,NOERROR,False
dns_evt_005002,2026-01-01T11:22:00+00:00,endpoint_0873,service-2.synthetic.example,AAAA,NOERROR,False
dns_evt_005003,2026-01-01T11:23:00+00:00,endpoint_0443,service-3.synthetic.example,AAAA,NOERROR,False
dns_evt_005004,2026-01-01T11:24:00+00:00,endpoint_0073,service-4.synthetic.example,TXT,NOERROR,False
dns_evt_005005,2026-01-01T11:25:00+00:00,endpoint_0154,service-5.synthetic.example,A,NOERROR,False
dns_evt_005006,2026-01-01T11:26:00+00:00,endpoint_0108,service-6.synthetic.example,A,NOERROR,False
dns_evt_005007,2026-01-01T11:27:00+00:00,endpoint_0189,service-7.synthetic.example,AAAA,NOERROR,False
dns_evt_005008,2026-01-01T11:28:00+00:00,endpoint_0924,service-8.synthetic.example,AAAA,NOERROR,False
dns_evt_005009,2026-01-01T11:29:00+00:00,endpoint_0241,service-9.synthetic.example,A,NOERROR,False
dns_evt_005010,2026-01-01T11:30:00+00:00,endpoint_0070,service-10.synthetic.example,AAAA,NOERROR,False
dns_evt_005011,2026-01-01T11:31:00+00:00,endpoint_0252,service-11.synthetic.example,AAAA,NOERROR,False
dns_evt_005012,2026-01-01T11:32:00+00:00,endpoint_0023,service-12.synthetic.example,TXT,NOERROR,False
dns_evt_005013,2026-01-01T11:33:00+00:00,endpoint_0440,service-13.synthetic.example,A,NOERROR,False
dns_evt_005014,2026-01-01T11:34:00+00:00,endpoint_0481,service-14.synthetic.example,AAAA,NOERROR,False
dns_evt_005015,2026-01-01T11:35:00+00:00,endpoint_0825,service-15.synthetic.example,A,NOERROR,False
dns_evt_005016,2026-01-01T11:36:00+00:00,endpoint_0694,service-16.synthetic.example,A,NOERROR,False
dns_evt_005017,2026-01-01T11:37:00+00:00,endpoint_0097,service-17.synthetic.example,AAAA,NOERROR,False
dns_evt_005018,2026-01-01T11:38:00+00:00,endpoint_0249,service-18.synthetic.example,A,NOERROR,False
dns_evt_005019,2026-01-01T11:39:00+00:00,endpoint_0888,service-19.synthetic.example,TXT,NOERROR,False
dns_evt_005020,2026-01-01T11:40:00+00:00,endpoint_0996,service-20.synthetic.example,TXT,NOERROR,False
dns_evt_005021,2026-01-01T11:41:00+00:00,endpoint_0214,service-21.synthetic.example,TXT,NOERROR,False
dns_evt_005022,2026-01-01T11:42:00+00:00,endpoint_0115,service-22.synthetic.example,A,NXDOMAIN,False
dns_evt_005023,2026-01-01T11:43:00+00:00,endpoint_0648,service-23.synthetic.example,A,NXDOMAIN,False
dns_evt_005024,2026-01-01T11:44:00+00:00,endpoint_0590,service-24.synthetic.example,AAAA,NOERROR,False
dns_evt_005025,2026-01-01T11:45:00+00:00,endpoint_0242,service-25.synthetic.example,A,NOERROR,False
dns_evt_005026,2026-01-01T11:46:00+00:00,endpoint_0124,service-26.synthetic.example,A,NOERROR,False
dns_evt_005027,2026-01-01T11:47:00+00:00,endpoint_0750,service-27.synthetic.example,A,NOERROR,False
dns_evt_005028,2026-01-01T11:48:00+00:00,endpoint_0175,service-28.synthetic.example,AAAA,NOERROR,False
dns_evt_005029,2026-01-01T11:49:00+00:00,endpoint_0414,service-29.synthetic.example,A,NOERROR,False
dns_evt_005030,2026-01-01T11:50:00+00:00,endpoint_0480,service-30.synthetic.example,A,NOERROR,False
dns_evt_005031,2026-01-01T11:51:00+00:00,endpoint_0095,service-31.synthetic.example,A,NOERROR,False
dns_evt_005032,2026-01-01T11:52:00+00:00,endpoint_0928,service-32.synthetic.example,A,NOERROR,False
dns_evt_005033,2026-01-01T11:53:00+00:00,endpoint_0393,service-33.synthetic.example,A,NOERROR,False
dns_evt_005034,2026-01-01T11:54:00+00:00,endpoint_0018,service-34.synthetic.example,A,NOERROR,False
dns_evt_005035,2026-01-01T11:55:00+00:00,endpoint_0885,service-35.synthetic.example,A,NOERROR,False
dns_evt_005036,2026-01-01T11:56:00+00:00,endpoint_0955,service-36.synthetic.example,TXT,NOERROR,False
dns_evt_005037,2026-01-01T11:57:00+00:00,endpoint_0488,service-37.synthetic.example,TXT,NOERROR,False
dns_evt_005038,2026-01-01T11:58:00+00:00,endpoint_0881,service-38.synthetic.example,AAAA,NOERROR,False
dns_evt_005039,2026-01-01T11:59:00+00:00,endpoint_0991,service-39.synthetic.example,AAAA,NOERROR,False
dns_evt_005040,2026-01-01T12:00:00+00:00,endpoint_0369,service-40.synthetic.example,AAAA,NOERROR,False
dns_evt_005041,2026-01-01T12:01:00+00:00,endpoint_0466,service-41.synthetic.example,TXT,NOERROR,False
dns_evt_005042,2026-01-01T12:02:00+00:00,endpoint_0172,service-42.synthetic.example,TXT,NOERROR,False
dns_evt_005043,2026-01-01T12:03:00+00:00,endpoint_0471,service-43.synthetic.example,TXT,NOERROR,False
dns_evt_005044,2026-01-01T12:04:00+00:00,endpoint_0195,service-44.synthetic.example,AAAA,NOERROR,False
dns_evt_005045,2026-01-01T12:05:00+00:00,endpoint_0044,service-45.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005046,2026-01-01T12:06:00+00:00,endpoint_0656,service-46.synthetic.example,TXT,NOERROR,False
dns_evt_005047,2026-01-01T12:07:00+00:00,endpoint_0531,service-47.synthetic.example,A,NOERROR,False
dns_evt_005048,2026-01-01T12:08:00+00:00,endpoint_0494,service-48.synthetic.example,AAAA,NOERROR,False
dns_evt_005049,2026-01-01T12:09:00+00:00,endpoint_0138,service-49.synthetic.example,TXT,NOERROR,False
dns_evt_005050,2026-01-01T12:10:00+00:00,endpoint_0233,service-50.synthetic.example,A,NOERROR,False
dns_evt_005051,2026-01-01T12:11:00+00:00,endpoint_0896,service-51.synthetic.example,AAAA,NOERROR,False
dns_evt_005052,2026-01-01T12:12:00+00:00,endpoint_0025,service-52.synthetic.example,A,NOERROR,False
dns_evt_005053,2026-01-01T12:13:00+00:00,endpoint_0163,service-53.synthetic.example,A,NOERROR,False
dns_evt_005054,2026-01-01T12:14:00+00:00,endpoint_0116,service-54.synthetic.example,TXT,NOERROR,False
dns_evt_005055,2026-01-01T12:15:00+00:00,endpoint_0006,service-55.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005056,2026-01-01T12:16:00+00:00,endpoint_0933,service-56.synthetic.example,A,NOERROR,False
dns_evt_005057,2026-01-01T12:17:00+00:00,endpoint_0899,service-57.synthetic.example,A,NOERROR,False
dns_evt_005058,2026-01-01T12:18:00+00:00,endpoint_0898,service-58.synthetic.example,AAAA,NOERROR,False
dns_evt_005059,2026-01-01T12:19:00+00:00,endpoint_0239,service-59.synthetic.example,A,NOERROR,False
dns_evt_005060,2026-01-01T12:20:00+00:00,endpoint_0776,service-60.synthetic.example,AAAA,NOERROR,False
dns_evt_005061,2026-01-01T12:21:00+00:00,endpoint_0577,service-61.synthetic.example,AAAA,NOERROR,False
dns_evt_005062,2026-01-01T12:22:00+00:00,endpoint_0318,service-62.synthetic.example,TXT,NOERROR,False
dns_evt_005063,2026-01-01T12:23:00+00:00,endpoint_0221,service-63.synthetic.example,A,NXDOMAIN,False
dns_evt_005064,2026-01-01T12:24:00+00:00,endpoint_0494,service-64.synthetic.example,A,NOERROR,False
dns_evt_005065,2026-01-01T12:25:00+00:00,endpoint_0506,service-65.synthetic.example,A,NOERROR,False
dns_evt_005066,2026-01-01T12:26:00+00:00,endpoint_0454,service-66.synthetic.example,AAAA,NOERROR,False
dns_evt_005067,2026-01-01T12:27:00+00:00,endpoint_0907,service-67.synthetic.example,A,NOERROR,False
dns_evt_005068,2026-01-01T12:28:00+00:00,endpoint_0918,service-68.synthetic.example,AAAA,NOERROR,False
dns_evt_005069,2026-01-01T12:29:00+00:00,endpoint_0950,service-69.synthetic.example,A,NOERROR,False
dns_evt_005070,2026-01-01T12:30:00+00:00,endpoint_0901,service-70.synthetic.example,TXT,NOERROR,False
dns_evt_005071,2026-01-01T12:31:00+00:00,endpoint_0684,service-71.synthetic.example,A,NXDOMAIN,False
dns_evt_005072,2026-01-01T12:32:00+00:00,endpoint_0799,service-72.synthetic.example,AAAA,NOERROR,False
dns_evt_005073,2026-01-01T12:33:00+00:00,endpoint_0148,service-73.synthetic.example,AAAA,NOERROR,False
dns_evt_005074,2026-01-01T12:34:00+00:00,endpoint_0329,service-74.synthetic.example,A,NOERROR,False
dns_evt_005075,2026-01-01T12:35:00+00:00,endpoint_0579,service-75.synthetic.example,AAAA,NOERROR,False
dns_evt_005076,2026-01-01T12:36:00+00:00,endpoint_0563,service-76.synthetic.example,A,NOERROR,False
dns_evt_005077,2026-01-01T12:37:00+00:00,endpoint_0493,service-77.synthetic.example,TXT,NOERROR,False
dns_evt_005078,2026-01-01T12:38:00+00:00,endpoint_0035,service-78.synthetic.example,A,NOERROR,False
dns_evt_005079,2026-01-01T12:39:00+00:00,endpoint_0184,service-79.synthetic.example,AAAA,NOERROR,False
dns_evt_005080,2026-01-01T12:40:00+00:00,endpoint_0477,service-80.synthetic.example,TXT,NXDOMAIN,False
dns_evt_005081,2026-01-01T12:41:00+00:00,endpoint_0563,service-81.synthetic.example,A,NOERROR,False
dns_evt_005082,2026-01-01T12:42:00+00:00,endpoint_0094,service-82.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005083,2026-01-01T12:43:00+00:00,endpoint_0544,service-83.synthetic.example,AAAA,NOERROR,False
dns_evt_005084,2026-01-01T12:44:00+00:00,endpoint_0910,service-84.synthetic.example,AAAA,NOERROR,False
dns_evt_005085,2026-01-01T12:45:00+00:00,endpoint_0949,service-85.synthetic.example,AAAA,NOERROR,False
dns_evt_005086,2026-01-01T12:46:00+00:00,endpoint_0143,service-86.synthetic.example,AAAA,NOERROR,False
dns_evt_005087,2026-01-01T12:47:00+00:00,endpoint_0169,service-87.synthetic.example,A,NXDOMAIN,False
dns_evt_005088,2026-01-01T12:48:00+00:00,endpoint_0869,service-88.synthetic.example,AAAA,NOERROR,False
dns_evt_005089,2026-01-01T12:49:00+00:00,endpoint_0049,service-89.synthetic.example,TXT,NOERROR,False
dns_evt_005090,2026-01-01T12:50:00+00:00,endpoint_0708,service-90.synthetic.example,TXT,NOERROR,False
dns_evt_005091,2026-01-01T12:51:00+00:00,endpoint_0107,service-91.synthetic.example,AAAA,NOERROR,False
dns_evt_005092,2026-01-01T12:52:00+00:00,endpoint_0610,service-92.synthetic.example,A,NOERROR,False
dns_evt_005093,2026-01-01T12:53:00+00:00,endpoint_0913,service-93.synthetic.example,A,NOERROR,False
dns_evt_005094,2026-01-01T12:54:00+00:00,endpoint_0922,service-94.synthetic.example,AAAA,NOERROR,False
dns_evt_005095,2026-01-01T12:55:00+00:00,endpoint_0454,service-95.synthetic.example,A,NOERROR,False
dns_evt_005096,2026-01-01T12:56:00+00:00,endpoint_0512,service-96.synthetic.example,AAAA,NOERROR,False
dns_evt_005097,2026-01-01T12:57:00+00:00,endpoint_0998,service-97.synthetic.example,A,NOERROR,False
dns_evt_005098,2026-01-01T12:58:00+00:00,endpoint_0022,service-98.synthetic.example,A,NOERROR,False
dns_evt_005099,2026-01-01T12:59:00+00:00,endpoint_0321,service-99.synthetic.example,TXT,NXDOMAIN,False
dns_evt_005100,2026-01-01T13:00:00+00:00,endpoint_0505,service-100.synthetic.example,TXT,NOERROR,False
dns_evt_005101,2026-01-01T13:01:00+00:00,endpoint_0112,service-101.synthetic.example,A,NOERROR,False
dns_evt_005102,2026-01-01T13:02:00+00:00,endpoint_0668,service-102.synthetic.example,AAAA,NOERROR,False
dns_evt_005103,2026-01-01T13:03:00+00:00,endpoint_0791,service-103.synthetic.example,A,NOERROR,False
dns_evt_005104,2026-01-01T13:04:00+00:00,endpoint_0205,service-104.synthetic.example,TXT,NOERROR,False
dns_evt_005105,2026-01-01T13:05:00+00:00,endpoint_0984,service-105.synthetic.example,A,NOERROR,False
dns_evt_005106,2026-01-01T13:06:00+00:00,endpoint_0845,service-106.synthetic.example,TXT,NOERROR,False
dns_evt_005107,2026-01-01T13:07:00+00:00,endpoint_0409,service-107.synthetic.example,AAAA,NOERROR,False
dns_evt_005108,2026-01-01T13:08:00+00:00,endpoint_0714,service-108.synthetic.example,A,NXDOMAIN,False
dns_evt_005109,2026-01-01T13:09:00+00:00,endpoint_0329,service-109.synthetic.example,AAAA,NOERROR,False
dns_evt_005110,2026-01-01T13:10:00+00:00,endpoint_0787,service-110.synthetic.example,AAAA,NOERROR,False
dns_evt_005111,2026-01-01T13:11:00+00:00,endpoint_0101,service-111.synthetic.example,TXT,NXDOMAIN,False
dns_evt_005112,2026-01-01T13:12:00+00:00,endpoint_0971,service-112.synthetic.example,TXT,NOERROR,False
dns_evt_005113,2026-01-01T13:13:00+00:00,endpoint_0885,service-113.synthetic.example,TXT,NOERROR,False
dns_evt_005114,2026-01-01T13:14:00+00:00,endpoint_0187,service-114.synthetic.example,A,NOERROR,False
dns_evt_005115,2026-01-01T13:15:00+00:00,endpoint_0855,service-115.synthetic.example,TXT,NOERROR,False
dns_evt_005116,2026-01-01T13:16:00+00:00,endpoint_0598,service-116.synthetic.example,AAAA,NOERROR,False
dns_evt_005117,2026-01-01T13:17:00+00:00,endpoint_0551,service-117.synthetic.example,TXT,NOERROR,False
dns_evt_005118,2026-01-01T13:18:00+00:00,endpoint_0902,service-118.synthetic.example,A,NOERROR,False
dns_evt_005119,2026-01-01T13:19:00+00:00,endpoint_0986,service-119.synthetic.example,AAAA,NOERROR,False
dns_evt_005120,2026-01-01T13:20:00+00:00,endpoint_0225,service-120.synthetic.example,TXT,NOERROR,False
dns_evt_005121,2026-01-01T13:21:00+00:00,endpoint_0906,service-121.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005122,2026-01-01T13:22:00+00:00,endpoint_0200,service-122.synthetic.example,A,NOERROR,False
dns_evt_005123,2026-01-01T13:23:00+00:00,endpoint_0791,service-123.synthetic.example,AAAA,NOERROR,False
dns_evt_005124,2026-01-01T13:24:00+00:00,endpoint_0838,service-124.synthetic.example,TXT,NOERROR,False
dns_evt_005125,2026-01-01T13:25:00+00:00,endpoint_0719,service-125.synthetic.example,A,NOERROR,False
dns_evt_005126,2026-01-01T13:26:00+00:00,endpoint_0072,service-126.synthetic.example,AAAA,NOERROR,False
dns_evt_005127,2026-01-01T13:27:00+00:00,endpoint_0851,service-127.synthetic.example,TXT,NOERROR,False
dns_evt_005128,2026-01-01T13:28:00+00:00,endpoint_0999,service-128.synthetic.example,AAAA,NOERROR,False
dns_evt_005129,2026-01-01T13:29:00+00:00,endpoint_0404,service-129.synthetic.example,TXT,NOERROR,False
dns_evt_005130,2026-01-01T13:30:00+00:00,endpoint_0941,service-130.synthetic.example,AAAA,NOERROR,False
dns_evt_005131,2026-01-01T13:31:00+00:00,endpoint_0525,service-131.synthetic.example,TXT,NOERROR,False
dns_evt_005132,2026-01-01T13:32:00+00:00,endpoint_0722,service-132.synthetic.example,A,NOERROR,False
dns_evt_005133,2026-01-01T13:33:00+00:00,endpoint_0203,service-133.synthetic.example,AAAA,NOERROR,False
dns_evt_005134,2026-01-01T13:34:00+00:00,endpoint_0369,service-134.synthetic.example,TXT,NOERROR,False
dns_evt_005135,2026-01-01T13:35:00+00:00,endpoint_0605,service-135.synthetic.example,TXT,NOERROR,False
dns_evt_005136,2026-01-01T13:36:00+00:00,endpoint_0589,service-136.synthetic.example,A,NOERROR,False
dns_evt_005137,2026-01-01T13:37:00+00:00,endpoint_0954,service-137.synthetic.example,AAAA,NOERROR,False
dns_evt_005138,2026-01-01T13:38:00+00:00,endpoint_0374,service-138.synthetic.example,AAAA,NOERROR,False
dns_evt_005139,2026-01-01T13:39:00+00:00,endpoint_0376,service-139.synthetic.example,A,NOERROR,False
dns_evt_005140,2026-01-01T13:40:00+00:00,endpoint_0554,service-140.synthetic.example,A,NOERROR,False
dns_evt_005141,2026-01-01T13:41:00+00:00,endpoint_0622,service-141.synthetic.example,A,NOERROR,False
dns_evt_005142,2026-01-01T13:42:00+00:00,endpoint_0854,service-142.synthetic.example,A,NOERROR,False
dns_evt_005143,2026-01-01T13:43:00+00:00,endpoint_0663,service-143.synthetic.example,A,NOERROR,False
dns_evt_005144,2026-01-01T13:44:00+00:00,endpoint_0958,service-144.synthetic.example,A,NXDOMAIN,False
dns_evt_005145,2026-01-01T13:45:00+00:00,endpoint_0438,service-145.synthetic.example,TXT,NOERROR,False
dns_evt_005146,2026-01-01T13:46:00+00:00,endpoint_0383,service-146.synthetic.example,AAAA,NOERROR,False
dns_evt_005147,2026-01-01T13:47:00+00:00,endpoint_0627,service-147.synthetic.example,AAAA,NOERROR,False
dns_evt_005148,2026-01-01T13:48:00+00:00,endpoint_0071,service-148.synthetic.example,A,NOERROR,False
dns_evt_005149,2026-01-01T13:49:00+00:00,endpoint_0320,service-149.synthetic.example,A,NOERROR,False
dns_evt_005150,2026-01-01T13:50:00+00:00,endpoint_0460,service-150.synthetic.example,TXT,NOERROR,False
dns_evt_005151,2026-01-01T13:51:00+00:00,endpoint_0977,service-151.synthetic.example,TXT,NOERROR,False
dns_evt_005152,2026-01-01T13:52:00+00:00,endpoint_0907,service-152.synthetic.example,TXT,NOERROR,False
dns_evt_005153,2026-01-01T13:53:00+00:00,endpoint_0806,service-153.synthetic.example,AAAA,NOERROR,False
dns_evt_005154,2026-01-01T13:54:00+00:00,endpoint_0966,service-154.synthetic.example,AAAA,NOERROR,False
dns_evt_005155,2026-01-01T13:55:00+00:00,endpoint_0735,service-155.synthetic.example,AAAA,NOERROR,False
dns_evt_005156,2026-01-01T13:56:00+00:00,endpoint_0595,service-156.synthetic.example,AAAA,NOERROR,False
dns_evt_005157,2026-01-01T13:57:00+00:00,endpoint_0340,service-157.synthetic.example,A,NOERROR,False
dns_evt_005158,2026-01-01T13:58:00+00:00,endpoint_0389,service-158.synthetic.example,TXT,NOERROR,False
dns_evt_005159,2026-01-01T13:59:00+00:00,endpoint_0075,service-159.synthetic.example,TXT,NOERROR,False
dns_evt_005160,2026-01-01T14:00:00+00:00,endpoint_0819,service-160.synthetic.example,AAAA,NOERROR,False
dns_evt_005161,2026-01-01T14:01:00+00:00,endpoint_0015,service-161.synthetic.example,TXT,NOERROR,False
dns_evt_005162,2026-01-01T14:02:00+00:00,endpoint_0273,service-162.synthetic.example,AAAA,NOERROR,False
dns_evt_005163,2026-01-01T14:03:00+00:00,endpoint_0691,service-163.synthetic.example,TXT,NOERROR,False
dns_evt_005164,2026-01-01T14:04:00+00:00,endpoint_0447,service-164.synthetic.example,TXT,NOERROR,False
dns_evt_005165,2026-01-01T14:05:00+00:00,endpoint_0248,service-165.synthetic.example,TXT,NOERROR,False
dns_evt_005166,2026-01-01T14:06:00+00:00,endpoint_0289,service-166.synthetic.example,A,NOERROR,False
dns_evt_005167,2026-01-01T14:07:00+00:00,endpoint_0330,service-167.synthetic.example,TXT,NOERROR,False
dns_evt_005168,2026-01-01T14:08:00+00:00,endpoint_0056,service-168.synthetic.example,TXT,NXDOMAIN,False
dns_evt_005169,2026-01-01T14:09:00+00:00,endpoint_0475,service-169.synthetic.example,AAAA,NOERROR,False
dns_evt_005170,2026-01-01T14:10:00+00:00,endpoint_0176,service-170.synthetic.example,A,NOERROR,False
dns_evt_005171,2026-01-01T14:11:00+00:00,endpoint_0690,service-171.synthetic.example,TXT,NOERROR,False
dns_evt_005172,2026-01-01T14:12:00+00:00,endpoint_0276,service-172.synthetic.example,A,NOERROR,False
dns_evt_005173,2026-01-01T14:13:00+00:00,endpoint_0681,service-173.synthetic.example,TXT,NOERROR,False
dns_evt_005174,2026-01-01T14:14:00+00:00,endpoint_0902,service-174.synthetic.example,A,NOERROR,False
dns_evt_005175,2026-01-01T14:15:00+00:00,endpoint_0159,service-175.synthetic.example,TXT,NOERROR,False
dns_evt_005176,2026-01-01T14:16:00+00:00,endpoint_0786,service-176.synthetic.example,TXT,NOERROR,False
dns_evt_005177,2026-01-01T14:17:00+00:00,endpoint_0420,service-177.synthetic.example,A,NXDOMAIN,False
dns_evt_005178,2026-01-01T14:18:00+00:00,endpoint_0092,service-178.synthetic.example,TXT,NOERROR,False
dns_evt_005179,2026-01-01T14:19:00+00:00,endpoint_0546,service-179.synthetic.example,TXT,NOERROR,False
dns_evt_005180,2026-01-01T14:20:00+00:00,endpoint_0240,service-180.synthetic.example,A,NOERROR,False
dns_evt_005181,2026-01-01T14:21:00+00:00,endpoint_0072,service-181.synthetic.example,TXT,NOERROR,False
dns_evt_005182,2026-01-01T14:22:00+00:00,endpoint_0693,service-182.synthetic.example,AAAA,NOERROR,False
dns_evt_005183,2026-01-01T14:23:00+00:00,endpoint_0433,service-183.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005184,2026-01-01T14:24:00+00:00,endpoint_0044,service-184.synthetic.example,TXT,NOERROR,False
dns_evt_005185,2026-01-01T14:25:00+00:00,endpoint_0095,service-185.synthetic.example,AAAA,NOERROR,False
dns_evt_005186,2026-01-01T14:26:00+00:00,endpoint_0729,service-186.synthetic.example,TXT,NOERROR,False
dns_evt_005187,2026-01-01T14:27:00+00:00,endpoint_0008,service-187.synthetic.example,A,NOERROR,False
dns_evt_005188,2026-01-01T14:28:00+00:00,endpoint_0220,service-188.synthetic.example,AAAA,NOERROR,False
dns_evt_005189,2026-01-01T14:29:00+00:00,endpoint_0031,service-189.synthetic.example,TXT,NOERROR,False
dns_evt_005190,2026-01-01T14:30:00+00:00,endpoint_0231,service-190.synthetic.example,AAAA,NOERROR,False
dns_evt_005191,2026-01-01T14:31:00+00:00,endpoint_0870,service-191.synthetic.example,TXT,NOERROR,False
dns_evt_005192,2026-01-01T14:32:00+00:00,endpoint_0450,service-192.synthetic.example,TXT,NOERROR,False
dns_evt_005193,2026-01-01T14:33:00+00:00,endpoint_0537,service-193.synthetic.example,AAAA,NOERROR,False
dns_evt_005194,2026-01-01T14:34:00+00:00,endpoint_0644,service-194.synthetic.example,AAAA,NXDOMAIN,False
dns_evt_005195,2026-01-01T14:35:00+00:00,endpoint_0619,service-195.synthetic.example,A,NOERROR,False
dns_evt_005196,2026-01-01T14:36:00+00:00,endpoint_0676,service-196.synthetic.example,AAAA,NOERROR,False
dns_evt_005197,2026-01-01T14:37:00+00:00,endpoint_0726,service-197.synthetic.example,TXT,NOERROR,False
dns_evt_005198,2026-01-01T14:38:00+00:00,endpoint_0598,service-198.synthetic.example,A,NOERROR,False
dns_evt_005199,2026-01-01T14:39:00+00:00,endpoint_0024,service-199.synthetic.example,TXT,NXDOMAIN,False
dns_evt_005200,2026-01-01T14:40:00+00:00,endpoint_0419,service-200.synthetic.example,AAAA,NOERROR,False
dns_evt_005201,2026-01-01T14:41:00+00:00,endpoint_0150,service-201.synthetic.example,AAAA,NOERROR,False
dns_evt_005202,2026-01-01T14:42:00+00:00,endpoint_0327,service-202.synthetic.example,TXT,NOERROR,False
dns_evt_005203,2026-01-01T14:43:00+00:00,endpoint_0169,service-203.synthetic.example,TXT,NOERROR,False
dns_evt_005204,2026-01-01T14:44:00+00:00,endpoint_0265,service-204.synthetic.example,TXT,NOERROR,False
dns_evt_005205,2026-01-01T14:45:00+00:00,endpoint_0396,service-205.synthetic.example,AAAA,NOERROR,False
dns_evt_005206,2026-01-01T14:46:00+00:00,endpoint_0766,service-206.synthetic.example,TXT,NOERROR,False
dns_evt_005207,2026-01-01T14:47:00+00:00,endpoint_0549,service-207.synthetic.example,A,NOERROR,False
dns_evt_005208,2026-01-01T14:48:00+00:00,endpoint_0472,service-208.synthetic.example,A,NXDOMAIN,False
dns_evt_005209,2026-01-01T14:49:00+00:00,endpoint_0894,service-209.synthetic.example,AAAA,NOERROR,False
dns_evt_005210,2026-01-01T14:50:00+00:00,endpoint_0679,service-210.synthetic.example,TXT,NOERROR,False
dns_evt_005211,2026-01-01T14:51:00+00:00,endpoint_0326,service-211.synthetic.example,A,NOERROR,False
dns_evt_005212,2026-01-01T14:52:00+00:00,endpoint_0116,service-212.synthetic.example,TXT,NOERROR,False
dns_evt_005213,2026-01-01T14:53:00+00:00,endpoint_0305,service-213.synthetic.example,AAAA,NOERROR,False
dns_evt_005214,2026-01-01T14:54:00+00:00,endpoint_0047,service-214.synthetic.example,AAAA,NOERROR,False
dns_evt_005215,2026-01-01T14:55:00+00:00,endpoint_0223,service-215.synthetic.example,A,NOERROR,False
dns_evt_005216,2026-01-01T14:56:00+00:00,endpoint_0927,service-216.synthetic.example,AAAA,NOERROR,False
dns_evt_005217,2026-01-01T14:57:00+00:00,endpoint_0986,service-217.synthetic.example,AAAA,NOERROR,False
dns_evt_005218,2026-01-01T14:58:00+00:00,endpoint_0564,service-218.synthetic.example,AAAA,NOERROR,False
dns_evt_005219,2026-01-01T14:59:00+00:00,endpoint_0865,service-219.synthetic.example,TXT,NOERROR,False
dns_evt_005220,2026-01-01T15:00:00+00:00,endpoint_0790,service-220.synthetic.example,AAAA,NOERROR,False
dns_evt_005221,2026-01-01T15:01:00+00:00,endpoint_0895,service-221.synthetic.example,AAAA,NOERROR,False
dns_evt_005222,2026-01-01T15:02:00+00:00,endpoint_0779,service-222.synthetic.example,A,NOERROR,False
dns_evt_005223,2026-01-01T15:03:00+00:00,endpoint_0575,service-223.synthetic.example,A,NOERROR,False
dns_evt_005224,2026-01-01T15:04:00+00:00,endpoint_0280,service-224.synthetic.example,AAAA,NOERROR,False
dns_evt_005225,2026-01-01T15:05:00+00:00,endpoint_0635,service-225.synthetic.example,A,NOERROR,False
dns_evt_005226,2026-01-01T15:06:00+00:00,endpoint_0749,service-226.synthetic.example,TXT,NXDOMAIN,False
dns_evt_005227,2026-01-01T15:07:00+00:00,endpoint_0306,service-227.synthetic.example,A,NOERROR,False
dns_evt_005228,2026-01-01T15:08:00+00:00,endpoint_0924,service-228.synthetic.example,A,NOERROR,False
dns_evt_005229,2026-01-01T15:09:00+00:00,endpoint_0039,service-229.synthetic.example,AAAA,NOERROR,False
dns_evt_005230,2026-01-01T15:10:00+00:00,endpoint_0538,service-230.synthetic.example,A,NOERROR,False
dns_evt_005231,2026-01-01T15:11:00+00:00,endpoint_0026,service-231.synthetic.example,TXT,NOERROR,False
dns_evt_005232,2026-01-01T15:12:00+00:00,endpoint_0872,service-232.synthetic.example,TXT,NOERROR,False
dns_evt_005233,2026-01-01T15:13:00+00:00,endpoint_0448,service-233.synthetic.example,TXT,NOERROR,False
