event_id,timestamp,src_ip,dst_ip,dst_port,action,rule_name,bytes_transferred
fw_evt_002767,2026-01-01T22:07:00+00:00,10.2.217.167,198.51.100.217,80,allow,default_allow,238511
fw_evt_002768,2026-01-01T22:08:00+00:00,10.2.218.168,198.51.100.218,80,allow,default_allow,222928
fw_evt_002769,2026-01-01T22:09:00+00:00,10.2.219.169,198.51.100.219,22,allow,egress_monitor,65346
fw_evt_002770,2026-01-01T22:10:00+00:00,10.2.220.170,198.51.100.220,4444,allow,egress_monitor,88131
fw_evt_002771,2026-01-01T22:11:00+00:00,10.2.221.171,198.51.100.221,53,allow,block_known_bad,247145
fw_evt_002772,2026-01-01T22:12:00+00:00,10.2.222.172,198.51.100.222,4444,deny,block_known_bad,12497
fw_evt_002773,2026-01-01T22:13:00+00:00,10.2.223.173,198.51.100.223,443,allow,egress_monitor,193394
fw_evt_002774,2026-01-01T22:14:00+00:00,10.2.224.174,198.51.100.224,53,allow,default_allow,58530
fw_evt_002775,2026-01-01T22:15:00+00:00,10.2.225.175,198.51.100.225,4444,allow,default_allow,87933
fw_evt_002776,2026-01-01T22:16:00+00:00,10.2.226.176,198.51.100.226,4444,allow,default_allow,494566
fw_evt_002777,2026-01-01T22:17:00+00:00,10.2.227.177,198.51.100.227,53,allow,default_allow,322144
fw_evt_002778,2026-01-01T22:18:00+00:00,10.2.228.178,198.51.100.228,443,allow,block_known_bad,4592
fw_evt_002779,2026-01-01T22:19:00+00:00,10.2.229.179,198.51.100.229,22,allow,block_known_bad,247094
fw_evt_002780,2026-01-01T22:20:00+00:00,10.2.230.180,198.51.100.230,53,allow,block_known_bad,442939
fw_evt_002781,2026-01-01T22:21:00+00:00,10.2.231.181,198.51.100.231,443,deny,block_known_bad,51276
fw_evt_002782,2026-01-01T22:22:00+00:00,10.2.232.182,198.51.100.232,443,allow,block_known_bad,212179
fw_evt_002783,2026-01-01T22:23:00+00:00,10.2.233.183,198.51.100.233,80,deny,block_known_bad,12024
fw_evt_002784,2026-01-01T22:24:00+00:00,10.2.234.184,198.51.100.234,4444,deny,block_known_bad,424264
fw_evt_002785,2026-01-01T22:25:00+00:00,10.2.235.185,198.51.100.235,53,allow,block_known_bad,470460
fw_evt_002786,2026-01-01T22:26:00+00:00,10.2.236.186,198.51.100.236,53,allow,block_known_bad,88156
fw_evt_002787,2026-01-01T22:27:00+00:00,10.2.237.187,198.51.100.237,4444,allow,default_allow,242836
fw_evt_002788,2026-01-01T22:28:00+00:00,10.2.238.188,198.51.100.238,443,allow,egress_monitor,322895
fw_evt_002789,2026-01-01T22:29:00+00:00,10.2.239.189,198.51.100.239,443,allow,egress_monitor,324909
fw_evt_002790,2026-01-01T22:30:00+00:00,10.2.240.190,198.51.100.240,22,allow,block_known_bad,169118
fw_evt_002791,2026-01-01T22:31:00+00:00,10.2.241.191,198.51.100.241,80,allow,block_known_bad,90511
fw_evt_002792,2026-01-01T22:32:00+00:00,10.2.242.192,198.51.100.242,80,allow,block_known_bad,443822
fw_evt_002793,2026-01-01T22:33:00+00:00,10.2.243.193,198.51.100.243,53,allow,default_allow,187167
fw_evt_002794,2026-01-01T22:34:00+00:00,10.2.244.194,198.51.100.244,80,allow,default_allow,169555
fw_evt_002795,2026-01-01T22:35:00+00:00,10.2.245.195,198.51.100.245,53,allow,block_known_bad,285946
fw_evt_002796,2026-01-01T22:36:00+00:00,10.2.246.196,198.51.100.246,53,allow,block_known_bad,340610
fw_evt_002797,2026-01-01T22:37:00+00:00,10.2.247.197,198.51.100.247,443,allow,block_known_bad,152005
fw_evt_002798,2026-01-01T22:38:00+00:00,10.2.248.198,198.51.100.248,53,allow,block_known_bad,215880
fw_evt_002799,2026-01-01T22:39:00+00:00,10.2.249.199,198.51.100.249,4444,allow,block_known_bad,172047
fw_evt_002800,2026-01-01T22:40:00+00:00,10.2.250.0,198.51.100.250,22,allow,block_known_bad,430202
fw_evt_002801,2026-01-01T22:41:00+00:00,10.2.251.1,198.51.100.251,22,deny,block_known_bad,44334
fw_evt_002802,2026-01-01T22:42:00+00:00,10.2.252.2,198.51.100.252,80,allow,egress_monitor,99638
fw_evt_002803,2026-01-01T22:43:00+00:00,10.2.253.3,198.51.100.253,4444,allow,default_allow,361881
fw_evt_002804,2026-01-01T22:44:00+00:00,10.2.254.4,198.51.100.254,53,deny,block_known_bad,114119
fw_evt_002805,2026-01-01T22:45:00+00:00,10.2.0.5,198.51.100.0,22,allow,default_allow,11597
fw_evt_002806,2026-01-01T22:46:00+00:00,10.2.1.6,198.51.100.1,22,allow,block_known_bad,132299
fw_evt_002807,2026-01-01T22:47:00+00:00,10.2.2.7,198.51.100.2,22,allow,default_allow,460095
fw_evt_002808,2026-01-01T22:48:00+00:00,10.2.3.8,198.51.100.3,80,allow,default_allow,65863
fw_evt_002809,2026-01-01T22:49:00+00:00,10.2.4.9,198.51.100.4,443,allow,block_known_bad,160006
fw_evt_002810,2026-01-01T22:50:00+00:00,10.2.5.10,198.51.100.5,53,allow,egress_monitor,121342
fw_evt_002811,2026-01-01T22:51:00+00:00,10.2.6.11,198.51.100.6,53,deny,egress_monitor,417907
fw_evt_002812,2026-01-01T22:52:00+00:00,10.2.7.12,198.51.100.7,80,allow,block_known_bad,175114
fw_evt_002813,2026-01-01T22:53:00+00:00,10.2.8.13,198.51.100.8,80,allow,egress_monitor,133063
fw_evt_002814,2026-01-01T22:54:00+00:00,10.2.9.14,198.51.100.9,53,deny,egress_monitor,289778
fw_evt_002815,2026-01-01T22:55:00+00:00,10.2.10.15,198.51.100.10,443,allow,egress_monitor,332729
fw_evt_002816,2026-01-01T22:56:00+00:00,10.2.11.16,198.51.100.11,53,allow,block_known_bad,77758
fw_evt_002817,2026-01-01T22:57:00+00:00,10.2.12.17,198.51.100.12,22,allow,egress_monitor,434610
fw_evt_002818,2026-01-01T22:58:00+00:00,10.2.13.18,198.51.100.13,4444,allow,block_known_bad,464798
fw_evt_002819,2026-01-01T22:59:00+00:00,10.2.14.19,198.51.100.14,22,allow,default_allow,178434
fw_evt_002820,2026-01-01T23:00:00+00:00,10.2.15.20,198.51.100.15,80,allow,egress_monitor,174495
fw_evt_002821,2026-01-01T23:01:00+00:00,10.2.16.21,198.51.100.16,4444,deny,default_allow,240649
fw_evt_002822,2026-01-01T23:02:00+00:00,10.2.17.22,198.51.100.17,22,deny,block_known_bad,410693
fw_evt_002823,2026-01-01T23:03:00+00:00,10.2.18.23,198.51.100.18,22,allow,block_known_bad,134470
fw_evt_002824,2026-01-01T23:04:00+00:00,10.2.19.24,198.51.100.19,443,allow,block_known_bad,228378
fw_evt_002825,2026-01-01T23:05:00+00:00,10.2.20.25,198.51.100.20,443,allow,egress_monitor,45440
fw_evt_002826,2026-01-01T23:06:00+00:00,10.2.21.26,198.51.100.21,80,allow,block_known_bad,156666
fw_evt_002827,2026-01-01T23:07:00+00:00,10.2.22.27,198.51.100.22,4444,allow,block_known_bad,349011
fw_evt_002828,2026-01-01T23:08:00+00:00,10.2.23.28,198.51.100.23,22,deny,default_allow,87322
fw_evt_002829,2026-01-01T23:09:00+00:00,10.2.24.29,198.51.100.24,22,deny,egress_monitor,300029
fw_evt_002830,2026-01-01T23:10:00+00:00,10.2.25.30,198.51.100.25,443,allow,default_allow,440612
fw_evt_002831,2026-01-01T23:11:00+00:00,10.2.26.31,198.51.100.26,80,deny,default_allow,17776
fw_evt_002832,2026-01-01T23:12:00+00:00,10.2.27.32,198.51.100.27,4444,allow,egress_monitor,278785
fw_evt_002833,2026-01-01T23:13:00+00:00,10.2.28.33,198.51.100.28,22,allow,block_known_bad,252790
fw_evt_002834,2026-01-01T23:14:00+00:00,10.2.29.34,198.51.100.29,443,allow,egress_monitor,389848
fw_evt_002835,2026-01-01T23:15:00+00:00,10.2.30.35,198.51.100.30,53,deny,default_allow,239158
fw_evt_002836,2026-01-01T23:16:00+00:00,10.2.31.36,198.51.100.31,443,deny,block_known_bad,276459
fw_evt_002837,2026-01-01T23:17:00+00:00,10.2.32.37,198.51.100.32,22,allow,block_known_bad,329539
fw_evt_002838,2026-01-01T23:18:00+00:00,10.2.33.38,198.51.100.33,53,allow,block_known_bad,334961
fw_evt_002839,2026-01-01T23:19:00+00:00,10.2.34.39,198.51.100.34,443,allow,block_known_bad,304775
fw_evt_002840,2026-01-01T23:20:00+00:00,10.2.35.40,198.51.100.35,443,allow,block_known_bad,317017
fw_evt_002841,2026-01-01T23:21:00+00:00,10.2.36.41,198.51.100.36,443,allow,egress_monitor,105043
fw_evt_002842,2026-01-01T23:22:00+00:00,10.2.37.42,198.51.100.37,53,allow,egress_monitor,239554
fw_evt_002843,2026-01-01T23:23:00+00:00,10.2.38.43,198.51.100.38,22,allow,egress_monitor,193901
fw_evt_002844,2026-01-01T23:24:00+00:00,10.2.39.44,198.51.100.39,53,allow,default_allow,412641
fw_evt_002845,2026-01-01T23:25:00+00:00,10.2.40.45,198.51.100.40,22,allow,default_allow,437773
fw_evt_002846,2026-01-01T23:26:00+00:00,10.2.41.46,198.51.100.41,80,deny,block_known_bad,113187
fw_evt_002847,2026-01-01T23:27:00+00:00,10.2.42.47,198.51.100.42,443,allow,default_allow,74021
fw_evt_002848,2026-01-01T23:28:00+00:00,10.2.43.48,198.51.100.43,4444,allow,block_known_bad,467219
fw_evt_002849,2026-01-01T23:29:00+00:00,10.2.44.49,198.51.100.44,53,allow,block_known_bad,68481
fw_evt_002850,2026-01-01T23:30:00+00:00,10.2.45.50,198.51.100.45,4444,allow,default_allow,455765
fw_evt_002851,2026-01-01T23:31:00+00:00,10.2.46.51,198.51.100.46,80,allow,egress_monitor,380402
fw_evt_002852,2026-01-01T23:32:00+00:00,10.2.47.52,198.51.100.47,22,allow,egress_monitor,321294
fw_evt_002853,2026-01-01T23:33:00+00:00,10.2.48.53,198.51.100.48,443,allow,block_known_bad,117328
fw_evt_002854,2026-01-01T23:34:00+00:00,10.2.49.54,198.51.100.49,22,allow,egress_monitor,233476
fw_evt_002855,2026-01-01T23:35:00+00:00,10.2.50.55,198.51.100.50,22,allow,default_allow,239364
fw_evt_002856,2026-01-01T23:36:00+00:00,10.2.51.56,198.51.100.51,80,allow,egress_monitor,56849
fw_evt_002857,2026-01-01T23:37:00+00:00,10.2.52.57,198.51.100.52,4444,allow,egress_monitor,159994
fw_evt_002858,2026-01-01T23:38:00+00:00,10.2.53.58,198.51.100.53,22,allow,block_known_bad,131235
fw_evt_002859,2026-01-01T23:39:00+00:00,10.2.54.59,198.51.100.54,80,allow,egress_monitor,202222
fw_evt_002860,2026-01-01T23:40:00+00:00,10.2.55.60,198.51.100.55,443,allow,block_known_bad,154487
fw_evt_002861,2026-01-01T23:41:00+00:00,10.2.56.61,198.51.100.56,80,allow,default_allow,155516
fw_evt_002862,2026-01-01T23:42:00+00:00,10.2.57.62,198.51.100.57,22,allow,egress_monitor,16551
fw_evt_002863,2026-01-01T23:43:00+00:00,10.2.58.63,198.51.100.58,80,allow,default_allow,152552
fw_evt_002864,2026-01-01T23:44:00+00:00,10.2.59.64,198.51.100.59,80,allow,egress_monitor,170209
fw_evt_002865,2026-01-01T23:45:00+00:00,10.2.60.65,198.51.100.60,443,allow,default_allow,390338
fw_evt_002866,2026-01-01T23:46:00+00:00,10.2.61.66,198.51.100.61,22,allow,block_known_bad,284128
fw_evt_002867,2026-01-01T23:47:00+00:00,10.2.62.67,198.51.100.62,4444,allow,egress_monitor,274509
fw_evt_002868,2026-01-01T23:48:00+00:00,10.2.63.68,198.51.100.63,22,allow,egress_monitor,410491
fw_evt_002869,2026-01-01T23:49:00+00:00,10.2.64.69,198.51.100.64,22,allow,egress_monitor,1366
fw_evt_002870,2026-01-01T23:50:00+00:00,10.2.65.70,198.51.100.65,53,allow,default_allow,330717
fw_evt_002871,2026-01-01T23:51:00+00:00,10.2.66.71,198.51.100.66,80,allow,default_allow,387995
fw_evt_002872,2026-01-01T23:52:00+00:00,10.2.67.72,198.51.100.67,80,allow,egress_monitor,2960
fw_evt_002873,2026-01-01T23:53:00+00:00,10.2.68.73,198.51.100.68,53,allow,default_allow,118060
fw_evt_002874,2026-01-01T23:54:00+00:00,10.2.69.74,198.51.100.69,80,allow,block_known_bad,119220
fw_evt_002875,2026-01-01T23:55:00+00:00,10.2.70.75,198.51.100.70,22,deny,block_known_bad,85266
fw_evt_002876,2026-01-01T23:56:00+00:00,10.2.71.76,198.51.100.71,53,allow,default_allow,229289
fw_evt_002877,2026-01-01T23:57:00+00:00,10.2.72.77,198.51.100.72,443,allow,default_allow,106825
fw_evt_002878,2026-01-01T23:58:00+00:00,10.2.73.78,198.51.100.73,443,allow,block_known_bad,97802
fw_evt_002879,2026-01-01T23:59:00+00:00,10.2.74.79,198.51.100.74,80,allow,default_allow,431437
fw_evt_002880,2026-01-01T00:00:00+00:00,10.2.75.80,198.51.100.75,4444,allow,default_allow,118727
fw_evt_002881,2026-01-01T00:01:00+00:00,10.2.76.81,198.51.100.76,80,allow,block_known_bad,384071
fw_evt_002882,2026-01-01T00:02:00+00:00,10.2.77.82,198.51.100.77,22,allow,block_known_bad,493931
fw_evt_002883,2026-01-01T00:03:00+00:00,10.2.78.83,198.51.100.78,22,allow,egress_monitor,419850
fw_evt_002884,2026-01-01T00:04:00+00:00,10.2.79.84,198.51.100.79,80,allow,default_allow,1701
fw_evt_002885,2026-01-01T00:05:00+00:00,10.2.80.85,198.51.100.80,53,allow,block_known_bad,301364
fw_evt_002886,2026-01-01T00:06:00+00:00,10.2.81.86,198.51.100.81,4444,allow,egress_monitor,392562
fw_evt_002887,2026-01-01T00:07:00+00:00,10.2.82.87,198.51.100.82,22,allow,block_known_bad,177252
fw_evt_002888,2026-01-01T00:08:00+00:00,10.2.83.88,198.51.100.83,53,allow,block_known_bad,122471
fw_evt_002889,2026-01-01T00:09:00+00:00,10.2.84.89,198.51.100.84,4444,allow,egress_monitor,279600
fw_evt_002890,2026-01-01T00:10:00+00:00,10.2.85.90,198.51.100.85,22,allow,default_allow,151132
fw_evt_002891,2026-01-01T00:11:00+00:00,10.2.86.91,198.51.100.86,443,allow,default_allow,271909
fw_evt_002892,2026-01-01T00:12:00+00:00,10.2.87.92,198.51.100.87,4444,allow,default_allow,210354
fw_evt_002893,2026-01-01T00:13:00+00:00,10.2.88.93,198.51.100.88,80,allow,default_allow,221582
fw_evt_002894,2026-01-01T00:14:00+00:00,10.2.89.94,198.51.100.89,53,deny,block_known_bad,148918
fw_evt_002895,2026-01-01T00:15:00+00:00,10.2.90.95,198.51.100.90,22,allow,default_allow,456689
fw_evt_002896,2026-01-01T00:16:00+00:00,10.2.91.96,198.51.100.91,22,allow,default_allow,1013
fw_evt_002897,2026-01-01T00:17:00+00:00,10.2.92.97,198.51.100.92,80,deny,block_known_bad,228329
fw_evt_002898,2026-01-01T00:18:00+00:00,10.2.93.98,198.51.100.93,80,allow,block_known_bad,129324
fw_evt_002899,2026-01-01T00:19:00+00:00,10.2.94.99,198.51.100.94,80,allow,default_allow,297418
fw_evt_002900,2026-01-01T00:20:00+00:00,10.2.95.100,198.51.100.95,53,allow,block_known_bad,242577
fw_evt_002901,2026-01-01T00:21:00+00:00,10.2.96.101,198.51.100.96,80,allow,default_allow,267746
fw_evt_002902,2026-01-01T00:22:00+00:00,10.2.97.102,198.51.100.97,4444,allow,default_allow,274483
fw_evt_002903,2026-01-01T00:23:00+00:00,10.2.98.103,198.51.100.98,4444,allow,block_known_bad,454555
fw_evt_002904,2026-01-01T00:24:00+00:00,10.2.99.104,198.51.100.99,53,allow,egress_monitor,379617
fw_evt_002905,2026-01-01T00:25:00+00:00,10.2.100.105,198.51.100.100,443,allow,default_allow,203358
fw_evt_002906,2026-01-01T00:26:00+00:00,10.2.101.106,198.51.100.101,4444,allow,egress_monitor,407123
fw_evt_002907,2026-01-01T00:27:00+00:00,10.2.102.107,198.51.100.102,4444,allow,default_allow,22303
fw_evt_002908,2026-01-01T00:28:00+00:00,10.2.103.108,198.51.100.103,53,deny,default_allow,7351
fw_evt_002909,2026-01-01T00:29:00+00:00,10.2.104.109,198.51.100.104,53,allow,default_allow,198237
fw_evt_002910,2026-01-01T00:30:00+00:00,10.2.105.110,198.51.100.105,80,allow,default_allow,240096
fw_evt_002911,2026-01-01T00:31:00+00:00,10.2.106.111,198.51.100.106,53,allow,default_allow,79641
fw_evt_002912,2026-01-01T00:32:00+00:00,10.2.107.112,198.51.100.107,53,allow,default_allow,493381
fw_evt_002913,2026-01-01T00:33:00+00:00,10.2.108.113,198.51.100.108,443,allow,egress_monitor,89066
fw_evt_002914,2026-01-01T00:34:00+00:00,10.2.109.114,198.51.100.109,4444,allow,block_known_bad,303098
fw_evt_002915,2026-01-01T00:35:00+00:00,10.2.110.115,198.51.100.110,53,deny,block_known_bad,50626
fw_evt_002916,2026-01-01T00:36:00+00:00,10.2.111.116,198.51.100.111,443,allow,block_known_bad,216985
fw_evt_002917,2026-01-01T00:37:00+00:00,10.2.112.117,198.51.100.112,53,deny,block_known_bad,398897
fw_evt_002918,2026-01-01T00:38:00+00:00,10.2.113.118,198.51.100.113,80,allow,egress_monitor,78387
fw_evt_002919,2026-01-01T00:39:00+00:00,10.2.114.119,198.51.100.114,53,allow,egress_monitor,347384
fw_evt_002920,2026-01-01T00:40:00+00:00,10.2.115.120,198.51.100.115,53,allow,block_known_bad,249464
fw_evt_002921,2026-01-01T00:41:00+00:00,10.2.116.121,198.51.100.116,80,allow,egress_monitor,142814
fw_evt_002922,2026-01-01T00:42:00+00:00,10.2.117.122,198.51.100.117,443,allow,default_allow,267481
fw_evt_002923,2026-01-01T00:43:00+00:00,10.2.118.123,198.51.100.118,53,allow,default_allow,239786
fw_evt_002924,2026-01-01T00:44:00+00:00,10.2.119.124,198.51.100.119,22,allow,egress_monitor,132372
fw_evt_002925,2026-01-01T00:45:00+00:00,10.2.120.125,198.51.100.120,443,allow,block_known_bad,164673
fw_evt_002926,2026-01-01T00:46:00+00:00,10.2.121.126,198.51.100.121,443,allow,egress_monitor,488079
fw_evt_002927,2026-01-01T00:47:00+00:00,10.2.122.127,198.51.100.122,53,allow,default_allow,265860
fw_evt_002928,2026-01-01T00:48:00+00:00,10.2.123.128,198.51.100.123,53,deny,default_allow,140954
fw_evt_002929,2026-01-01T00:49:00+00:00,10.2.124.129,198.51.100.124,53,allow,default_allow,139217
fw_evt_002930,2026-01-01T00:50:00+00:00,10.2.125.130,198.51.100.125,4444,allow,block_known_bad,492479
fw_evt_002931,2026-01-01T00:51:00+00:00,10.2.126.131,198.51.100.126,22,allow,default_allow,185837
fw_evt_002932,2026-01-01T00:52:00+00:00,10.2.127.132,198.51.100.127,4444,allow,default_allow,8983
fw_evt_002933,2026-01-01T00:53:00+00:00,10.2.128.133,198.51.100.128,80,allow,block_known_bad,412686
fw_evt_002934,2026-01-01T00:54:00+00:00,10.2.129.134,198.51.100.129,4444,allow,block_known_bad,300256
fw_evt_002935,2026-01-01T00:55:00+00:00,10.2.130.135,198.51.100.130,443,allow,egress_monitor,196758
fw_evt_002936,2026-01-01T00:56:00+00:00,10.2.131.136,198.51.100.131,22,allow,block_known_bad,312341
fw_evt_002937,2026-01-01T00:57:00+00:00,10.2.132.137,198.51.100.132,4444,allow,block_known_bad,113533
fw_evt_002938,2026-01-01T00:58:00+00:00,10.2.133.138,198.51.100.133,443,allow,egress_monitor,187692
fw_evt_002939,2026-01-01T00:59:00+00:00,10.2.134.139,198.51.100.134,22,allow,block_known_bad,294405
fw_evt_002940,2026-01-01T01:00:00+00:00,10.2.135.140,198.51.100.135,443,allow,block_known_bad,461138
fw_evt_002941,2026-01-01T01:01:00+00:00,10.2.136.141,198.51.100.136,80,allow,default_allow,201530
fw_evt_002942,2026-01-01T01:02:00+00:00,10.2.137.142,198.51.100.137,4444,allow,block_known_bad,203406
fw_evt_002943,2026-01-01T01:03:00+00:00,10.2.138.143,198.51.100.138,53,allow,default_allow,268487
fw_evt_002944,2026-01-01T01:04:00+00:00,10.2.139.144,198.51.100.139,443,deny,default_allow,101688
fw_evt_002945,2026-01-01T01:05:00+00:00,10.2.140.145,198.51.100.140,22,allow,egress_monitor,459058
fw_evt_002946,2026-01-01T01:06:00+00:00,10.2.141.146,198.51.100.141,443,allow,default_allow,271631
fw_evt_002947,2026-01-01T01:07:00+00:00,10.2.142.147,198.51.100.142,443,allow,egress_monitor,397225
fw_evt_002948,2026-01-01T01:08:00+00:00,10.2.143.148,198.51.100.143,4444,allow,block_known_bad,492814
fw_evt_002949,2026-01-01T01:09:00+00:00,10.2.144.149,198.51.100.144,80,allow,block_known_bad,363915
fw_evt_002950,2026-01-01T01:10:00+00:00,10.2.145.150,198.51.100.145,53,allow,block_known_bad,356690
fw_evt_002951,2026-01-01T01:11:00+00:00,10.2.146.151,198.51.100.146,4444,deny,block_known_bad,99710
fw_evt_002952,2026-01-01T01:12:00+00:00,10.2.147.152,198.51.100.147,22,deny,egress_monitor,398870
fw_evt_002953,2026-01-01T01:13:00+00:00,10.2.148.153,198.51.100.148,443,allow,default_allow,204925
fw_evt_002954,2026-01-01T01:14:00+00:00,10.2.149.154,198.51.100.149,53,allow,egress_monitor,208574
fw_evt_002955,2026-01-01T01:15:00+00:00,10.2.150.155,198.51.100.150,22,allow,default_allow,300851
fw_evt_002956,2026-01-01T01:16:00+00:00,10.2.151.156,198.51.100.151,22,deny,egress_monitor,282758
fw_evt_002957,2026-01-01T01:17:00+00:00,10.2.152.157,198.51.100.152,53,allow,default_allow,4765
fw_evt_002958,2026-01-01T01:18:00+00:00,10.2.153.158,198.51.100.153,53,deny,default_allow,389090
fw_evt_002959,2026-01-01T01:19:00+00:00,10.2.154.159,198.51.100.154,53,allow,block_known_bad,377070
fw_evt_002960,2026-01-01T01:20:00+00:00,10.2.155.160,198.51.100.155,443,allow,block_known_bad,379257
fw_evt_002961,2026-01-01T01:21:00+00:00,10.2.156.161,198.51.100.156,4444,allow,default_allow,237148
fw_evt_002962,2026-01-01T01:22:00+00:00,10.2.157.162,198.51.100.157,443,allow,default_allow,90477
fw_evt_002963,2026-01-01T01:23:00+00:00,10.2.158.163,198.51.100.158,53,deny,egress_monitor,310634
fw_evt_002964,2026-01-01T01:24:00+00:00,10.2.159.164,198.51.100.159,22,allow,egress_monitor,233595
fw_evt_002965,2026-01-01T01:25:00+00:00,10.2.160.165,198.51.100.160,80,deny,default_allow,81018
fw_evt_002966,2026-01-01T01:26:00+00:00,10.2.161.166,198.51.100.161,22,deny,default_allow,217789
fw_evt_002967,2026-01-01T01:27:00+00:00,10.2.162.167,198.51.100.162,80,allow,block_known_bad,181234
fw_evt_002968,2026-01-01T01:28:00+00:00,10.2.163.168,198.51.100.163,22,allow,egress_monitor,111924
fw_evt_002969,2026-01-01T01:29:00+00:00,10.2.164.169,198.51.100.164,4444,deny,egress_monitor,345549
fw_evt_002970,2026-01-01T01:30:00+00:00,10.2.165.170,198.51.100.165,80,allow,egress_monitor,113762
fw_evt_002971,2026-01-01T01:31:00+00:00,10.2.166.171,198.51.100.166,22,allow,block_known_bad,373528
fw_evt_002972,2026-01-01T01:32:00+00:00,10.2.167.172,198.51.100.167,443,allow,block_known_bad,410568
fw_evt_002973,2026-01-01T01:33:00+00:00,10.2.168.173,198.51.100.168,22,deny,default_allow,366530
fw_evt_002974,2026-01-01T01:34:00+00:00,10.2.169.174,198.51.100.169,53,allow,default_allow,231614
fw_evt_002975,2026-01-01T01:35:00+00:00,10.2.170.175,198.51.100.170,443,allow,default_allow,377145
fw_evt_002976,2026-01-01T01:36:00+00:00,10.2.171.176,198.51.100.171,4444,allow,block_known_bad,83163
fw_evt_002977,2026-01-01T01:37:00+00:00,10.2.172.177,198.51.100.172,80,deny,block_known_bad,285383
fw_evt_002978,2026-01-01T01:38:00+00:00,10.2.173.178,198.51.100.173,4444,deny,default_allow,371489
fw_evt_002979,2026-01-01T01:39:00+00:00,10.2.174.179,198.51.100.174,443,deny,default_allow,475816
fw_evt_002980,2026-01-01T01:40:00+00:00,10.2.175.180,198.51.100.175,53,allow,egress_monitor,134563
fw_evt_002981,2026-01-01T01:41:00+00:00,10.2.176.181,198.51.100.176,53,deny,egress_monitor,230214
fw_evt_002982,2026-01-01T01:42:00+00:00,10.2.177.182,198.51.100.177,80,allow,default_allow,155037
fw_evt_002983,2026-01-01T01:43:00+00:00,10.2.178.183,198.51.100.178,443,deny,egress_monitor,101868
fw_evt_002984,2026-01-01T01:44:00+00:00,10.2.179.184,198.51.100.179,443,allow,egress_monitor,404559
fw_evt_002985,2026-01-01T01:45:00+00:00,10.2.180.185,198.51.100.180,22,allow,block_known_bad,311384
fw_evt_002986,2026-01-01T01:46:00+00:00,10.2.181.186,198.51.100.181,53,allow,block_known_bad,256058
fw_evt_002987,2026-01-01T01:47:00+00:00,10.2.182.187,198.51.100.182,443,allow,egress_monitor,238499
fw_evt_002988,2026-01-01T01:48:00+00:00,10.2.183.188,198.51.100.183,80,allow,egress_monitor,91432
fw_evt_002989,2026-01-01T01:49:00+00:00,10.2.184.189,198.51.100.184,53,allow,block_known_bad,488615
fw_evt_002990,2026-01-01T01:50:00+00:00,10.2.185.190,198.51.100.185,53,allow,block_known_bad,498981
fw_evt_002991,2026-01-01T01:51:00+00:00,10.2.186.191,198.51.100.186,4444,allow,block_known_bad,176355
fw_evt_002992,2026-01-01T01:52:00+00:00,10.2.187.192,198.51.100.187,22,allow,egress_monitor,321920
fw_evt_002993,2026-01-01T01:53:00+00:00,10.2.188.193,198.51.100.188,443,allow,egress_monitor,425903
fw_evt_002994,2026-01-01T01:54:00+00:00,10.2.189.194,198.51.100.189,80,allow,block_known_bad,366634
fw_evt_002995,2026-01-01T01:55:00+00:00,10.2.190.195,198.51.100.190,80,allow,block_known_bad,445690
fw_evt_002996,2026-01-01T01:56:00+00:00,10.2.191.196,198.51.100.191,53,allow,egress_monitor,207443
fw_evt_002997,2026-01-01T01:57:00+00:00,10.2.192.197,198.51.100.192,53,deny,block_known_bad,359363
fw_evt_002998,2026-01-01T01:58:00+00:00,10.2.193.198,198.51.100.193,22,allow,block_known_bad,285148
fw_evt_002999,2026-01-01T01:59:00+00:00,10.2.194.199,198.51.100.194,53,allow,block_known_bad,248159
fw_evt_003000,2026-01-01T02:00:00+00:00,10.2.195.0,198.51.100.195,4444,allow,egress_monitor,35469
fw_evt_003001,2026-01-01T02:01:00+00:00,10.2.196.1,198.51.100.196,4444,allow,block_known_bad,464500
fw_evt_003002,2026-01-01T02:02:00+00:00,10.2.197.2,198.51.100.197,53,deny,default_allow,423139
fw_evt_003003,2026-01-01T02:03:00+00:00,10.2.198.3,198.51.100.198,4444,allow,egress_monitor,433305
fw_evt_003004,2026-01-01T02:04:00+00:00,10.2.199.4,198.51.100.199,4444,allow,egress_monitor,498341
fw_evt_003005,2026-01-01T02:05:00+00:00,10.2.200.5,198.51.100.200,4444,allow,default_allow,107710
fw_evt_003006,2026-01-01T02:06:00+00:00,10.2.201.6,198.51.100.201,80,allow,block_known_bad,107539
fw_evt_003007,2026-01-01T02:07:00+00:00,10.2.202.7,198.51.100.202,22,allow,block_known_bad,236214
fw_evt_003008,2026-01-01T02:08:00+00:00,10.2.203.8,198.51.100.203,80,allow,egress_monitor,218746
fw_evt_003009,2026-01-01T02:09:00+00:00,10.2.204.9,198.51.100.204,53,deny,default_allow,330358
fw_evt_003010,2026-01-01T02:10:00+00:00,10.2.205.10,198.51.100.205,22,allow,block_known_bad,145780
fw_evt_003011,2026-01-01T02:11:00+00:00,10.2.206.11,198.51.100.206,22,allow,default_allow,398532
fw_evt_003012,2026-01-01T02:12:00+00:00,10.2.207.12,198.51.100.207,4444,allow,default_allow,411081
fw_evt_003013,2026-01-01T02:13:00+00:00,10.2.208.13,198.51.100.208,443,allow,egress_monitor,429269
