event_id,timestamp,sender,recipient,subject,attachment_type,url_count,phishing_score,delivered_flag,clicked_flag
mail_evt_004308,2026-01-01T23:48:00+00:00,sender108@synthetic-mail.example,user_0063,Synthetic business message,zip,2,2,True,False
mail_evt_004309,2026-01-01T23:49:00+00:00,sender109@synthetic-mail.example,user_0028,Synthetic business message,docx,1,39,True,False
mail_evt_004310,2026-01-01T23:50:00+00:00,sender110@synthetic-mail.example,user_0281,Synthetic business message,docx,1,51,True,False
mail_evt_004311,2026-01-01T23:51:00+00:00,sender111@synthetic-mail.example,user_0092,Synthetic business message,zip,4,38,True,False
mail_evt_004312,2026-01-01T23:52:00+00:00,sender112@synthetic-mail.example,user_0175,Synthetic business message,none,4,1,True,False
mail_evt_004313,2026-01-01T23:53:00+00:00,sender113@synthetic-mail.example,user_0291,Synthetic business message,docx,1,49,True,False
mail_evt_004314,2026-01-01T23:54:00+00:00,sender114@synthetic-mail.example,user_0327,Synthetic business message,zip,2,43,True,False
mail_evt_004315,2026-01-01T23:55:00+00:00,sender115@synthetic-mail.example,user_0033,Synthetic business message,docx,1,36,True,False
mail_evt_004316,2026-01-01T23:56:00+00:00,sender116@synthetic-mail.example,user_0339,Synthetic business message,zip,0,45,True,False
mail_evt_004317,2026-01-01T23:57:00+00:00,sender117@synthetic-mail.example,user_0398,Synthetic business message,pdf,1,42,True,False
mail_evt_004318,2026-01-01T23:58:00+00:00,sender118@synthetic-mail.example,user_0483,Synthetic business message,zip,1,51,True,False
mail_evt_004319,2026-01-01T23:59:00+00:00,sender119@synthetic-mail.example,user_0280,Synthetic business message,pdf,2,9,True,False
mail_evt_004320,2026-01-01T00:00:00+00:00,sender120@synthetic-mail.example,user_0166,Synthetic business message,pdf,4,26,True,False
mail_evt_004321,2026-01-01T00:01:00+00:00,sender121@synthetic-mail.example,user_0074,Synthetic business message,zip,2,32,True,False
mail_evt_004322,2026-01-01T00:02:00+00:00,sender122@synthetic-mail.example,user_0347,Synthetic business message,zip,3,21,True,False
mail_evt_004323,2026-01-01T00:03:00+00:00,sender123@synthetic-mail.example,user_0397,Synthetic business message,pdf,4,28,True,False
mail_evt_004324,2026-01-01T00:04:00+00:00,sender124@synthetic-mail.example,user_0233,Synthetic business message,docx,3,36,True,False
mail_evt_004325,2026-01-01T00:05:00+00:00,sender125@synthetic-mail.example,user_0232,Synthetic business message,docx,0,54,True,False
mail_evt_004326,2026-01-01T00:06:00+00:00,sender126@synthetic-mail.example,user_0321,Synthetic business message,docx,3,51,True,False
mail_evt_004327,2026-01-01T00:07:00+00:00,sender127@synthetic-mail.example,user_0424,Synthetic business message,pdf,3,34,True,False
mail_evt_004328,2026-01-01T00:08:00+00:00,sender128@synthetic-mail.example,user_0060,Synthetic business message,zip,0,2,True,False
mail_evt_004329,2026-01-01T00:09:00+00:00,sender129@synthetic-mail.example,user_0061,Synthetic business message,none,1,11,True,False
mail_evt_004330,2026-01-01T00:10:00+00:00,sender130@synthetic-mail.example,user_0352,Synthetic business message,docx,3,15,True,False
mail_evt_004331,2026-01-01T00:11:00+00:00,sender131@synthetic-mail.example,user_0034,Synthetic business message,none,3,30,True,False
mail_evt_004332,2026-01-01T00:12:00+00:00,sender132@synthetic-mail.example,user_0175,Synthetic business message,pdf,3,45,True,False
mail_evt_004333,2026-01-01T00:13:00+00:00,sender133@synthetic-mail.example,user_0004,Synthetic business message,docx,0,44,True,False
mail_evt_004334,2026-01-01T00:14:00+00:00,sender134@synthetic-mail.example,user_0454,Synthetic business message,zip,3,38,True,False
mail_evt_004335,2026-01-01T00:15:00+00:00,sender135@synthetic-mail.example,user_0082,Synthetic business message,zip,0,38,True,False
mail_evt_004336,2026-01-01T00:16:00+00:00,sender136@synthetic-mail.example,user_0378,Synthetic business message,docx,1,9,True,False
mail_evt_004337,2026-01-01T00:17:00+00:00,sender137@synthetic-mail.example,user_0144,Synthetic business message,none,4,19,True,False
mail_evt_004338,2026-01-01T00:18:00+00:00,sender138@synthetic-mail.example,user_0403,Synthetic business message,none,2,17,True,False
mail_evt_004339,2026-01-01T00:19:00+00:00,sender139@synthetic-mail.example,user_0393,Synthetic business message,pdf,0,18,True,False
mail_evt_004340,2026-01-01T00:20:00+00:00,sender140@synthetic-mail.example,user_0336,Synthetic business message,zip,0,49,True,False
mail_evt_004341,2026-01-01T00:21:00+00:00,sender141@synthetic-mail.example,user_0138,Synthetic business message,zip,4,49,True,False
mail_evt_004342,2026-01-01T00:22:00+00:00,sender142@synthetic-mail.example,user_0419,Synthetic business message,none,1,20,True,False
mail_evt_004343,2026-01-01T00:23:00+00:00,sender143@synthetic-mail.example,user_0073,Synthetic business message,docx,3,29,True,False
mail_evt_004344,2026-01-01T00:24:00+00:00,sender144@synthetic-mail.example,user_0310,Synthetic business message,docx,2,14,True,False
mail_evt_004345,2026-01-01T00:25:00+00:00,sender145@synthetic-mail.example,user_0203,Synthetic business message,none,2,37,True,False
mail_evt_004346,2026-01-01T00:26:00+00:00,sender146@synthetic-mail.example,user_0421,Synthetic business message,none,0,36,True,False
mail_evt_004347,2026-01-01T00:27:00+00:00,sender147@synthetic-mail.example,user_0438,Synthetic business message,docx,3,36,True,False
mail_evt_004348,2026-01-01T00:28:00+00:00,sender148@synthetic-mail.example,user_0461,Synthetic business message,docx,4,45,True,False
mail_evt_004349,2026-01-01T00:29:00+00:00,sender149@synthetic-mail.example,user_0157,Synthetic business message,none,1,23,True,False
mail_evt_004350,2026-01-01T00:30:00+00:00,sender150@synthetic-mail.example,user_0112,Synthetic business message,none,2,27,True,False
mail_evt_004351,2026-01-01T00:31:00+00:00,sender151@synthetic-mail.example,user_0196,Synthetic business message,docx,0,42,True,False
mail_evt_004352,2026-01-01T00:32:00+00:00,sender152@synthetic-mail.example,user_0100,Synthetic business message,docx,4,39,True,False
mail_evt_004353,2026-01-01T00:33:00+00:00,sender153@synthetic-mail.example,user_0417,Synthetic business message,pdf,1,44,True,False
mail_evt_004354,2026-01-01T00:34:00+00:00,sender154@synthetic-mail.example,user_0155,Synthetic business message,docx,4,39,True,False
mail_evt_004355,2026-01-01T00:35:00+00:00,sender155@synthetic-mail.example,user_0279,Synthetic business message,zip,3,37,True,False
mail_evt_004356,2026-01-01T00:36:00+00:00,sender156@synthetic-mail.example,user_0316,Synthetic business message,pdf,4,37,True,False
mail_evt_004357,2026-01-01T00:37:00+00:00,sender157@synthetic-mail.example,user_0024,Synthetic business message,zip,3,29,True,False
mail_evt_004358,2026-01-01T00:38:00+00:00,sender158@synthetic-mail.example,user_0193,Synthetic business message,zip,2,45,True,False
mail_evt_004359,2026-01-01T00:39:00+00:00,sender159@synthetic-mail.example,user_0497,Synthetic business message,pdf,1,29,True,False
mail_evt_004360,2026-01-01T00:40:00+00:00,sender160@synthetic-mail.example,user_0265,Synthetic business message,none,0,30,True,False
mail_evt_004361,2026-01-01T00:41:00+00:00,sender161@synthetic-mail.example,user_0415,Synthetic business message,pdf,2,2,True,False
mail_evt_004362,2026-01-01T00:42:00+00:00,sender162@synthetic-mail.example,user_0279,Synthetic business message,zip,4,13,True,False
mail_evt_004363,2026-01-01T00:43:00+00:00,sender163@synthetic-mail.example,user_0013,Synthetic business message,zip,3,54,True,False
mail_evt_004364,2026-01-01T00:44:00+00:00,sender164@synthetic-mail.example,user_0453,Synthetic business message,pdf,3,24,True,False
mail_evt_004365,2026-01-01T00:45:00+00:00,sender165@synthetic-mail.example,user_0164,Synthetic business message,pdf,2,19,True,False
mail_evt_004366,2026-01-01T00:46:00+00:00,sender166@synthetic-mail.example,user_0075,Synthetic business message,zip,1,44,True,False
mail_evt_004367,2026-01-01T00:47:00+00:00,sender167@synthetic-mail.example,user_0459,Synthetic business message,docx,1,53,True,False
mail_evt_004368,2026-01-01T00:48:00+00:00,sender168@synthetic-mail.example,user_0371,Synthetic business message,zip,2,45,True,False
mail_evt_004369,2026-01-01T00:49:00+00:00,sender169@synthetic-mail.example,user_0153,Synthetic business message,zip,1,34,True,False
mail_evt_004370,2026-01-01T00:50:00+00:00,sender170@synthetic-mail.example,user_0395,Synthetic business message,zip,3,45,True,False
mail_evt_004371,2026-01-01T00:51:00+00:00,sender171@synthetic-mail.example,user_0052,Synthetic business message,docx,1,34,True,False
mail_evt_004372,2026-01-01T00:52:00+00:00,sender172@synthetic-mail.example,user_0293,Synthetic business message,zip,2,28,True,False
mail_evt_004373,2026-01-01T00:53:00+00:00,sender173@synthetic-mail.example,user_0365,Synthetic business message,pdf,3,10,True,False
mail_evt_004374,2026-01-01T00:54:00+00:00,sender174@synthetic-mail.example,user_0042,Synthetic business message,docx,3,5,True,False
mail_evt_004375,2026-01-01T00:55:00+00:00,sender175@synthetic-mail.example,user_0476,Synthetic business message,none,0,29,True,False
mail_evt_004376,2026-01-01T00:56:00+00:00,sender176@synthetic-mail.example,user_0019,Synthetic business message,pdf,3,24,True,False
mail_evt_004377,2026-01-01T00:57:00+00:00,sender177@synthetic-mail.example,user_0200,Synthetic business message,docx,1,20,True,False
mail_evt_004378,2026-01-01T00:58:00+00:00,sender178@synthetic-mail.example,user_0413,Synthetic business message,pdf,2,43,True,False
mail_evt_004379,2026-01-01T00:59:00+00:00,sender179@synthetic-mail.example,user_0225,Synthetic business message,pdf,1,44,True,False
mail_evt_004380,2026-01-01T01:00:00+00:00,sender180@synthetic-mail.example,user_0410,Synthetic business message,docx,1,34,True,False
mail_evt_004381,2026-01-01T01:01:00+00:00,sender181@synthetic-mail.example,user_0187,Synthetic business message,none,2,44,True,False
mail_evt_004382,2026-01-01T01:02:00+00:00,sender182@synthetic-mail.example,user_0446,Synthetic business message,pdf,2,25,True,False
mail_evt_004383,2026-01-01T01:03:00+00:00,sender183@synthetic-mail.example,user_0030,Synthetic business message,docx,1,26,True,False
mail_evt_004384,2026-01-01T01:04:00+00:00,sender184@synthetic-mail.example,user_0183,Synthetic business message,docx,0,44,True,False
mail_evt_004385,2026-01-01T01:05:00+00:00,sender185@synthetic-mail.example,user_0057,Synthetic business message,none,4,3,True,False
mail_evt_004386,2026-01-01T01:06:00+00:00,sender186@synthetic-mail.example,user_0194,Synthetic business message,pdf,0,53,True,False
mail_evt_004387,2026-01-01T01:07:00+00:00,sender187@synthetic-mail.example,user_0313,Synthetic business message,none,0,30,True,False
mail_evt_004388,2026-01-01T01:08:00+00:00,sender188@synthetic-mail.example,user_0170,Synthetic business message,zip,0,18,True,False
mail_evt_004389,2026-01-01T01:09:00+00:00,sender189@synthetic-mail.example,user_0001,Synthetic business message,none,1,20,True,False
mail_evt_004390,2026-01-01T01:10:00+00:00,sender190@synthetic-mail.example,user_0004,Synthetic business message,pdf,1,37,True,False
mail_evt_004391,2026-01-01T01:11:00+00:00,sender191@synthetic-mail.example,user_0332,Synthetic business message,pdf,0,8,True,False
mail_evt_004392,2026-01-01T01:12:00+00:00,sender192@synthetic-mail.example,user_0493,Synthetic business message,docx,4,25,True,True
mail_evt_004393,2026-01-01T01:13:00+00:00,sender193@synthetic-mail.example,user_0379,Synthetic business message,docx,4,27,True,False
mail_evt_004394,2026-01-01T01:14:00+00:00,sender194@synthetic-mail.example,user_0107,Synthetic business message,pdf,1,41,True,False
mail_evt_004395,2026-01-01T01:15:00+00:00,sender195@synthetic-mail.example,user_0094,Synthetic business message,pdf,3,48,True,False
mail_evt_004396,2026-01-01T01:16:00+00:00,sender196@synthetic-mail.example,user_0038,Synthetic business message,none,4,11,True,False
mail_evt_004397,2026-01-01T01:17:00+00:00,sender197@synthetic-mail.example,user_0389,Synthetic business message,docx,0,46,True,False
mail_evt_004398,2026-01-01T01:18:00+00:00,sender198@synthetic-mail.example,user_0163,Synthetic business message,docx,1,24,True,False
mail_evt_004399,2026-01-01T01:19:00+00:00,sender199@synthetic-mail.example,user_0384,Synthetic business message,none,0,1,True,False
mail_evt_004400,2026-01-01T01:20:00+00:00,sender0@synthetic-mail.example,user_0462,Synthetic business message,none,0,29,True,False
mail_evt_004401,2026-01-01T01:21:00+00:00,sender1@synthetic-mail.example,user_0016,Synthetic business message,zip,4,36,True,False
mail_evt_004402,2026-01-01T01:22:00+00:00,sender2@synthetic-mail.example,user_0442,Synthetic business message,none,4,23,True,False
mail_evt_004403,2026-01-01T01:23:00+00:00,sender3@synthetic-mail.example,user_0298,Synthetic business message,zip,4,40,True,False
mail_evt_004404,2026-01-01T01:24:00+00:00,sender4@synthetic-mail.example,user_0079,Synthetic business message,zip,2,54,True,True
mail_evt_004405,2026-01-01T01:25:00+00:00,sender5@synthetic-mail.example,user_0366,Synthetic business message,zip,2,14,True,False
mail_evt_004406,2026-01-01T01:26:00+00:00,sender6@synthetic-mail.example,user_0363,Synthetic business message,zip,0,45,True,False
mail_evt_004407,2026-01-01T01:27:00+00:00,sender7@synthetic-mail.example,user_0381,Synthetic business message,docx,4,23,True,False
mail_evt_004408,2026-01-01T01:28:00+00:00,sender8@synthetic-mail.example,user_0489,Synthetic business message,docx,2,16,True,False
mail_evt_004409,2026-01-01T01:29:00+00:00,sender9@synthetic-mail.example,user_0274,Synthetic business message,pdf,2,12,True,False
mail_evt_004410,2026-01-01T01:30:00+00:00,sender10@synthetic-mail.example,user_0044,Synthetic business message,zip,0,51,True,False
mail_evt_004411,2026-01-01T01:31:00+00:00,sender11@synthetic-mail.example,user_0428,Synthetic business message,pdf,4,32,True,False
mail_evt_004412,2026-01-01T01:32:00+00:00,sender12@synthetic-mail.example,user_0029,Synthetic business message,docx,4,4,True,False
mail_evt_004413,2026-01-01T01:33:00+00:00,sender13@synthetic-mail.example,user_0194,Synthetic business message,zip,1,31,True,False
mail_evt_004414,2026-01-01T01:34:00+00:00,sender14@synthetic-mail.example,user_0273,Synthetic business message,pdf,4,43,True,False
mail_evt_004415,2026-01-01T01:35:00+00:00,sender15@synthetic-mail.example,user_0059,Synthetic business message,docx,4,19,True,False
mail_evt_004416,2026-01-01T01:36:00+00:00,sender16@synthetic-mail.example,user_0209,Synthetic business message,zip,2,48,True,False
mail_evt_004417,2026-01-01T01:37:00+00:00,sender17@synthetic-mail.example,user_0238,Synthetic business message,zip,0,37,True,False
mail_evt_004418,2026-01-01T01:38:00+00:00,sender18@synthetic-mail.example,user_0413,Synthetic business message,docx,4,45,True,False
mail_evt_004419,2026-01-01T01:39:00+00:00,sender19@synthetic-mail.example,user_0497,Synthetic business message,none,4,30,True,False
mail_evt_004420,2026-01-01T01:40:00+00:00,sender20@synthetic-mail.example,user_0064,Synthetic business message,zip,4,53,True,False
mail_evt_004421,2026-01-01T01:41:00+00:00,sender21@synthetic-mail.example,user_0272,Synthetic business message,docx,4,24,True,False
mail_evt_004422,2026-01-01T01:42:00+00:00,sender22@synthetic-mail.example,user_0162,Synthetic business message,none,0,18,True,False
mail_evt_004423,2026-01-01T01:43:00+00:00,sender23@synthetic-mail.example,user_0299,Synthetic business message,zip,0,32,True,False
mail_evt_004424,2026-01-01T01:44:00+00:00,sender24@synthetic-mail.example,user_0452,Synthetic business message,pdf,4,2,True,False
mail_evt_004425,2026-01-01T01:45:00+00:00,sender25@synthetic-mail.example,user_0099,Synthetic business message,docx,4,24,True,False
mail_evt_004426,2026-01-01T01:46:00+00:00,sender26@synthetic-mail.example,user_0207,Synthetic business message,none,2,6,True,False
mail_evt_004427,2026-01-01T01:47:00+00:00,sender27@synthetic-mail.example,user_0322,Synthetic business message,docx,4,14,True,False
mail_evt_004428,2026-01-01T01:48:00+00:00,sender28@synthetic-mail.example,user_0428,Synthetic business message,zip,1,2,True,False
mail_evt_004429,2026-01-01T01:49:00+00:00,sender29@synthetic-mail.example,user_0392,Synthetic business message,docx,3,38,True,False
mail_evt_004430,2026-01-01T01:50:00+00:00,sender30@synthetic-mail.example,user_0277,Synthetic business message,docx,3,40,True,False
mail_evt_004431,2026-01-01T01:51:00+00:00,sender31@synthetic-mail.example,user_0036,Synthetic business message,pdf,4,27,True,False
mail_evt_004432,2026-01-01T01:52:00+00:00,sender32@synthetic-mail.example,user_0221,Synthetic business message,zip,3,35,True,False
mail_evt_004433,2026-01-01T01:53:00+00:00,sender33@synthetic-mail.example,user_0150,Synthetic business message,docx,3,18,True,False
mail_evt_004434,2026-01-01T01:54:00+00:00,sender34@synthetic-mail.example,user_0204,Synthetic business message,zip,3,4,True,False
mail_evt_004435,2026-01-01T01:55:00+00:00,sender35@synthetic-mail.example,user_0207,Synthetic business message,pdf,3,26,True,False
mail_evt_004436,2026-01-01T01:56:00+00:00,sender36@synthetic-mail.example,user_0085,Synthetic business message,none,2,1,True,False
mail_evt_004437,2026-01-01T01:57:00+00:00,sender37@synthetic-mail.example,user_0322,Synthetic business message,none,2,33,True,True
mail_evt_004438,2026-01-01T01:58:00+00:00,sender38@synthetic-mail.example,user_0108,Synthetic business message,pdf,3,9,True,False
mail_evt_004439,2026-01-01T01:59:00+00:00,sender39@synthetic-mail.example,user_0113,Synthetic business message,zip,2,35,True,False
mail_evt_004440,2026-01-01T02:00:00+00:00,sender40@synthetic-mail.example,user_0372,Synthetic business message,docx,2,31,True,False
mail_evt_004441,2026-01-01T02:01:00+00:00,sender41@synthetic-mail.example,user_0247,Synthetic business message,none,4,22,True,False
mail_evt_004442,2026-01-01T02:02:00+00:00,sender42@synthetic-mail.example,user_0369,Synthetic business message,none,0,26,True,False
mail_evt_004443,2026-01-01T02:03:00+00:00,sender43@synthetic-mail.example,user_0240,Synthetic business message,docx,4,2,True,False
mail_evt_004444,2026-01-01T02:04:00+00:00,sender44@synthetic-mail.example,user_0030,Synthetic business message,pdf,4,22,True,False
mail_evt_004445,2026-01-01T02:05:00+00:00,sender45@synthetic-mail.example,user_0146,Synthetic business message,none,1,39,True,False
mail_evt_004446,2026-01-01T02:06:00+00:00,sender46@synthetic-mail.example,user_0317,Synthetic business message,pdf,1,36,True,False
mail_evt_004447,2026-01-01T02:07:00+00:00,sender47@synthetic-mail.example,user_0250,Synthetic business message,zip,3,23,True,False
mail_evt_004448,2026-01-01T02:08:00+00:00,sender48@synthetic-mail.example,user_0063,Synthetic business message,pdf,1,13,True,False
mail_evt_004449,2026-01-01T02:09:00+00:00,sender49@synthetic-mail.example,user_0109,Synthetic business message,pdf,1,44,True,False
mail_evt_004450,2026-01-01T02:10:00+00:00,sender50@synthetic-mail.example,user_0343,Synthetic business message,pdf,3,9,True,False
mail_evt_004451,2026-01-01T02:11:00+00:00,sender51@synthetic-mail.example,user_0426,Synthetic business message,none,1,34,True,False
mail_evt_004452,2026-01-01T02:12:00+00:00,sender52@synthetic-mail.example,user_0266,Synthetic business message,none,0,12,True,False
mail_evt_004453,2026-01-01T02:13:00+00:00,sender53@synthetic-mail.example,user_0031,Synthetic business message,none,0,41,True,False
mail_evt_004454,2026-01-01T02:14:00+00:00,sender54@synthetic-mail.example,user_0044,Synthetic business message,zip,0,54,True,False
mail_evt_004455,2026-01-01T02:15:00+00:00,sender55@synthetic-mail.example,user_0048,Synthetic business message,docx,2,44,True,False
mail_evt_004456,2026-01-01T02:16:00+00:00,sender56@synthetic-mail.example,user_0080,Synthetic business message,pdf,4,45,True,False
mail_evt_004457,2026-01-01T02:17:00+00:00,sender57@synthetic-mail.example,user_0379,Synthetic business message,pdf,1,54,True,False
mail_evt_004458,2026-01-01T02:18:00+00:00,sender58@synthetic-mail.example,user_0332,Synthetic business message,zip,4,33,True,False
mail_evt_004459,2026-01-01T02:19:00+00:00,sender59@synthetic-mail.example,user_0106,Synthetic business message,zip,0,38,True,False
mail_evt_004460,2026-01-01T02:20:00+00:00,sender60@synthetic-mail.example,user_0136,Synthetic business message,docx,4,4,True,False
mail_evt_004461,2026-01-01T02:21:00+00:00,sender61@synthetic-mail.example,user_0450,Synthetic business message,docx,0,4,True,False
mail_evt_004462,2026-01-01T02:22:00+00:00,sender62@synthetic-mail.example,user_0290,Synthetic business message,none,0,6,True,False
mail_evt_004463,2026-01-01T02:23:00+00:00,sender63@synthetic-mail.example,user_0251,Synthetic business message,pdf,2,35,True,False
mail_evt_004464,2026-01-01T02:24:00+00:00,sender64@synthetic-mail.example,user_0157,Synthetic business message,none,4,21,True,False
mail_evt_004465,2026-01-01T02:25:00+00:00,sender65@synthetic-mail.example,user_0126,Synthetic business message,zip,0,13,True,False
mail_evt_004466,2026-01-01T02:26:00+00:00,sender66@synthetic-mail.example,user_0143,Synthetic business message,none,3,41,True,False
mail_evt_004467,2026-01-01T02:27:00+00:00,sender67@synthetic-mail.example,user_0468,Synthetic business message,pdf,3,49,True,True
mail_evt_004468,2026-01-01T02:28:00+00:00,sender68@synthetic-mail.example,user_0181,Synthetic business message,docx,3,52,True,False
mail_evt_004469,2026-01-01T02:29:00+00:00,sender69@synthetic-mail.example,user_0044,Synthetic business message,pdf,3,30,True,False
mail_evt_004470,2026-01-01T02:30:00+00:00,sender70@synthetic-mail.example,user_0253,Synthetic business message,docx,2,12,True,False
mail_evt_004471,2026-01-01T02:31:00+00:00,sender71@synthetic-mail.example,user_0118,Synthetic business message,zip,2,35,True,False
mail_evt_004472,2026-01-01T02:32:00+00:00,sender72@synthetic-mail.example,user_0084,Synthetic business message,none,3,28,True,False
mail_evt_004473,2026-01-01T02:33:00+00:00,sender73@synthetic-mail.example,user_0248,Synthetic business message,zip,3,16,True,False
mail_evt_004474,2026-01-01T02:34:00+00:00,sender74@synthetic-mail.example,user_0443,Synthetic business message,pdf,2,49,True,False
mail_evt_004475,2026-01-01T02:35:00+00:00,sender75@synthetic-mail.example,user_0400,Synthetic business message,zip,1,11,True,False
mail_evt_004476,2026-01-01T02:36:00+00:00,sender76@synthetic-mail.example,user_0183,Synthetic business message,none,4,36,True,False
mail_evt_004477,2026-01-01T02:37:00+00:00,sender77@synthetic-mail.example,user_0415,Synthetic business message,pdf,0,21,True,False
mail_evt_004478,2026-01-01T02:38:00+00:00,sender78@synthetic-mail.example,user_0160,Synthetic business message,none,0,19,True,False
mail_evt_004479,2026-01-01T02:39:00+00:00,sender79@synthetic-mail.example,user_0350,Synthetic business message,none,2,43,True,False
mail_evt_004480,2026-01-01T02:40:00+00:00,sender80@synthetic-mail.example,user_0486,Synthetic business message,zip,4,35,True,False
mail_evt_004481,2026-01-01T02:41:00+00:00,sender81@synthetic-mail.example,user_0442,Synthetic business message,pdf,0,52,True,False
mail_evt_004482,2026-01-01T02:42:00+00:00,sender82@synthetic-mail.example,user_0060,Synthetic business message,pdf,0,51,True,False
mail_evt_004483,2026-01-01T02:43:00+00:00,sender83@synthetic-mail.example,user_0155,Synthetic business message,pdf,1,18,True,False
mail_evt_004484,2026-01-01T02:44:00+00:00,sender84@synthetic-mail.example,user_0395,Synthetic business message,none,2,8,True,False
mail_evt_004485,2026-01-01T02:45:00+00:00,sender85@synthetic-mail.example,user_0181,Synthetic business message,none,2,33,True,False
mail_evt_004486,2026-01-01T02:46:00+00:00,sender86@synthetic-mail.example,user_0452,Synthetic business message,zip,0,37,True,False
mail_evt_004487,2026-01-01T02:47:00+00:00,sender87@synthetic-mail.example,user_0361,Synthetic business message,zip,1,21,True,False
mail_evt_004488,2026-01-01T02:48:00+00:00,sender88@synthetic-mail.example,user_0329,Synthetic business message,docx,2,28,True,False
mail_evt_004489,2026-01-01T02:49:00+00:00,sender89@synthetic-mail.example,user_0111,Synthetic business message,zip,2,33,True,False
mail_evt_004490,2026-01-01T02:50:00+00:00,sender90@synthetic-mail.example,user_0054,Synthetic business message,zip,3,38,True,False
mail_evt_004491,2026-01-01T02:51:00+00:00,sender91@synthetic-mail.example,user_0227,Synthetic business message,pdf,0,17,True,False
mail_evt_004492,2026-01-01T02:52:00+00:00,sender92@synthetic-mail.example,user_0446,Synthetic business message,none,3,49,True,False
mail_evt_004493,2026-01-01T02:53:00+00:00,sender93@synthetic-mail.example,user_0269,Synthetic business message,docx,3,42,True,False
mail_evt_004494,2026-01-01T02:54:00+00:00,sender94@synthetic-mail.example,user_0447,Synthetic business message,pdf,2,20,True,False
mail_evt_004495,2026-01-01T02:55:00+00:00,sender95@synthetic-mail.example,user_0095,Synthetic business message,pdf,2,12,True,False
mail_evt_004496,2026-01-01T02:56:00+00:00,sender96@synthetic-mail.example,user_0310,Synthetic business message,pdf,3,51,True,False
mail_evt_004497,2026-01-01T02:57:00+00:00,sender97@synthetic-mail.example,user_0163,Synthetic business message,zip,2,33,True,False
mail_evt_004498,2026-01-01T02:58:00+00:00,sender98@synthetic-mail.example,user_0145,Synthetic business message,zip,0,1,True,False
mail_evt_004499,2026-01-01T02:59:00+00:00,sender99@synthetic-mail.example,user_0047,Synthetic business message,pdf,3,5,True,False
mail_evt_004500,2026-01-01T03:00:00+00:00,sender100@synthetic-mail.example,user_0418,Synthetic business message,zip,1,53,True,False
mail_evt_004501,2026-01-01T03:01:00+00:00,sender101@synthetic-mail.example,user_0440,Synthetic business message,none,1,8,True,False
mail_evt_004502,2026-01-01T03:02:00+00:00,sender102@synthetic-mail.example,user_0261,Synthetic business message,zip,4,45,True,False
mail_evt_004503,2026-01-01T03:03:00+00:00,sender103@synthetic-mail.example,user_0278,Synthetic business message,docx,1,7,True,True
mail_evt_004504,2026-01-01T03:04:00+00:00,sender104@synthetic-mail.example,user_0278,Synthetic business message,zip,4,37,True,False
mail_evt_004505,2026-01-01T03:05:00+00:00,sender105@synthetic-mail.example,user_0385,Synthetic business message,none,1,32,True,False
mail_evt_004506,2026-01-01T03:06:00+00:00,sender106@synthetic-mail.example,user_0474,Synthetic business message,zip,1,10,True,False
mail_evt_004507,2026-01-01T03:07:00+00:00,sender107@synthetic-mail.example,user_0342,Synthetic business message,none,4,33,True,False
mail_evt_004508,2026-01-01T03:08:00+00:00,sender108@synthetic-mail.example,user_0167,Synthetic business message,pdf,4,30,True,False
mail_evt_004509,2026-01-01T03:09:00+00:00,sender109@synthetic-mail.example,user_0117,Synthetic business message,pdf,2,1,True,False
mail_evt_004510,2026-01-01T03:10:00+00:00,sender110@synthetic-mail.example,user_0288,Synthetic business message,zip,3,45,True,False
mail_evt_004511,2026-01-01T03:11:00+00:00,sender111@synthetic-mail.example,user_0222,Synthetic business message,none,0,52,True,False
mail_evt_004512,2026-01-01T03:12:00+00:00,sender112@synthetic-mail.example,user_0274,Synthetic business message,zip,0,32,True,False
mail_evt_004513,2026-01-01T03:13:00+00:00,sender113@synthetic-mail.example,user_0326,Synthetic business message,docx,2,28,True,False
mail_evt_004514,2026-01-01T03:14:00+00:00,sender114@synthetic-mail.example,user_0261,Synthetic business message,none,0,52,True,False
mail_evt_004515,2026-01-01T03:15:00+00:00,sender115@synthetic-mail.example,user_0349,Synthetic business message,docx,3,51,True,False
mail_evt_004516,2026-01-01T03:16:00+00:00,sender116@synthetic-mail.example,user_0234,Synthetic business message,none,4,42,True,False
mail_evt_004517,2026-01-01T03:17:00+00:00,sender117@synthetic-mail.example,user_0434,Synthetic business message,zip,4,38,True,False
mail_evt_004518,2026-01-01T03:18:00+00:00,sender118@synthetic-mail.example,user_0273,Synthetic business message,zip,2,15,True,False
mail_evt_004519,2026-01-01T03:19:00+00:00,sender119@synthetic-mail.example,user_0083,Synthetic business message,docx,4,5,True,False
mail_evt_004520,2026-01-01T03:20:00+00:00,sender120@synthetic-mail.example,user_0197,Synthetic business message,docx,4,14,True,False
mail_evt_004521,2026-01-01T03:21:00+00:00,sender121@synthetic-mail.example,user_0268,Synthetic business message,none,4,44,True,False
mail_evt_004522,2026-01-01T03:22:00+00:00,sender122@synthetic-mail.example,user_0041,Synthetic business message,none,4,14,True,False
mail_evt_004523,2026-01-01T03:23:00+00:00,sender123@synthetic-mail.example,user_0328,Synthetic business message,zip,0,37,True,False
mail_evt_004524,2026-01-01T03:24:00+00:00,sender124@synthetic-mail.example,user_0125,Synthetic business message,none,1,40,True,False
