event_id,timestamp,user_id,app_name,prompt_text,tool_requested,data_requested,prompt_injection_score,policy_result,response_blocked_flag
ai_evt_000964,2026-01-01T16:04:00+00:00,user_0383,SupportAgent,summarize synthetic internal ticket,query_metrics,none,5,allow,False
ai_evt_000965,2026-01-01T16:05:00+00:00,user_0013,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,37,allow_with_masking,False
ai_evt_000966,2026-01-01T16:06:00+00:00,user_0052,SupportAgent,summarize synthetic internal ticket,query_metrics,none,42,allow_with_masking,False
ai_evt_000967,2026-01-01T16:07:00+00:00,user_0259,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,6,allow_with_masking,False
ai_evt_000968,2026-01-01T16:08:00+00:00,user_0394,DataAssistant,summarize synthetic internal ticket,none,none,16,allow_with_masking,False
ai_evt_000969,2026-01-01T16:09:00+00:00,user_0075,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,42,allow_with_masking,False
ai_evt_000970,2026-01-01T16:10:00+00:00,user_0479,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,12,allow_with_masking,False
ai_evt_000971,2026-01-01T16:11:00+00:00,user_0110,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,9,allow_with_masking,False
ai_evt_000972,2026-01-01T16:12:00+00:00,user_0076,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,43,allow,False
ai_evt_000973,2026-01-01T16:13:00+00:00,user_0028,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,39,allow,False
ai_evt_000974,2026-01-01T16:14:00+00:00,user_0058,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,7,allow_with_masking,False
ai_evt_000975,2026-01-01T16:15:00+00:00,user_0351,DataAssistant,summarize synthetic internal ticket,query_metrics,none,22,allow,False
ai_evt_000976,2026-01-01T16:16:00+00:00,user_0413,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,32,allow_with_masking,False
ai_evt_000977,2026-01-01T16:17:00+00:00,user_0064,EnterpriseCopilot,summarize synthetic internal ticket,none,none,12,allow_with_masking,False
ai_evt_000978,2026-01-01T16:18:00+00:00,user_0042,DataAssistant,summarize synthetic internal ticket,none,none,16,allow,False
ai_evt_000979,2026-01-01T16:19:00+00:00,user_0203,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,19,allow_with_masking,False
ai_evt_000980,2026-01-01T16:20:00+00:00,user_0151,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,17,allow_with_masking,False
ai_evt_000981,2026-01-01T16:21:00+00:00,user_0373,DataAssistant,summarize synthetic internal ticket,none,support_ticket,15,allow_with_masking,False
ai_evt_000982,2026-01-01T16:22:00+00:00,user_0471,SupportAgent,summarize synthetic internal ticket,none,none,34,allow_with_masking,False
ai_evt_000983,2026-01-01T16:23:00+00:00,user_0492,SupportAgent,summarize synthetic internal ticket,none,support_ticket,27,allow_with_masking,False
ai_evt_000984,2026-01-01T16:24:00+00:00,user_0058,SupportAgent,summarize synthetic internal ticket,query_metrics,none,41,allow_with_masking,False
ai_evt_000985,2026-01-01T16:25:00+00:00,user_0291,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,38,allow,False
ai_evt_000986,2026-01-01T16:26:00+00:00,user_0161,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,6,allow,False
ai_evt_000987,2026-01-01T16:27:00+00:00,user_0211,DataAssistant,summarize synthetic internal ticket,query_metrics,none,32,allow_with_masking,False
ai_evt_000988,2026-01-01T16:28:00+00:00,user_0134,EnterpriseCopilot,summarize synthetic internal ticket,none,none,32,allow,False
ai_evt_000989,2026-01-01T16:29:00+00:00,user_0153,DataAssistant,summarize synthetic internal ticket,search_docs,none,27,allow_with_masking,False
ai_evt_000990,2026-01-01T16:30:00+00:00,user_0017,SupportAgent,summarize synthetic internal ticket,none,none,29,allow_with_masking,False
ai_evt_000991,2026-01-01T16:31:00+00:00,user_0293,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,5,allow,False
ai_evt_000992,2026-01-01T16:32:00+00:00,user_0058,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,17,allow_with_masking,False
ai_evt_000993,2026-01-01T16:33:00+00:00,user_0056,SupportAgent,summarize synthetic internal ticket,none,support_ticket,27,allow_with_masking,False
ai_evt_000994,2026-01-01T16:34:00+00:00,user_0375,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,41,allow_with_masking,False
ai_evt_000995,2026-01-01T16:35:00+00:00,user_0469,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,44,allow,False
ai_evt_000996,2026-01-01T16:36:00+00:00,user_0007,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,43,allow,False
ai_evt_000997,2026-01-01T16:37:00+00:00,user_0238,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,6,allow_with_masking,False
ai_evt_000998,2026-01-01T16:38:00+00:00,user_0466,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,35,allow_with_masking,False
ai_evt_000999,2026-01-01T16:39:00+00:00,user_0080,SupportAgent,summarize synthetic internal ticket,none,support_ticket,9,allow_with_masking,False
ai_evt_001000,2026-01-01T16:40:00+00:00,user_0375,DataAssistant,summarize synthetic internal ticket,none,public_metric,31,allow,False
ai_evt_001001,2026-01-01T16:41:00+00:00,user_0271,SupportAgent,summarize synthetic internal ticket,search_docs,none,5,allow_with_masking,False
ai_evt_001002,2026-01-01T16:42:00+00:00,user_0210,DataAssistant,summarize synthetic internal ticket,search_docs,none,25,allow,False
ai_evt_001003,2026-01-01T16:43:00+00:00,user_0231,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,29,allow,False
ai_evt_001004,2026-01-01T16:44:00+00:00,user_0481,SupportAgent,summarize synthetic internal ticket,none,support_ticket,0,allow,False
ai_evt_001005,2026-01-01T16:45:00+00:00,user_0254,DataAssistant,summarize synthetic internal ticket,query_metrics,none,5,allow,False
ai_evt_001006,2026-01-01T16:46:00+00:00,user_0398,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,25,allow,False
ai_evt_001007,2026-01-01T16:47:00+00:00,user_0187,SupportAgent,summarize synthetic internal ticket,none,none,19,allow,False
ai_evt_001008,2026-01-01T16:48:00+00:00,user_0309,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,37,allow,False
ai_evt_001009,2026-01-01T16:49:00+00:00,user_0014,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,41,allow_with_masking,False
ai_evt_001010,2026-01-01T16:50:00+00:00,user_0163,DataAssistant,summarize synthetic internal ticket,none,public_metric,2,allow_with_masking,False
ai_evt_001011,2026-01-01T16:51:00+00:00,user_0043,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,26,allow,False
ai_evt_001012,2026-01-01T16:52:00+00:00,user_0106,DataAssistant,summarize synthetic internal ticket,none,none,26,allow_with_masking,False
ai_evt_001013,2026-01-01T16:53:00+00:00,user_0388,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,41,allow_with_masking,False
ai_evt_001014,2026-01-01T16:54:00+00:00,user_0229,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,41,allow,False
ai_evt_001015,2026-01-01T16:55:00+00:00,user_0033,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,8,allow_with_masking,False
ai_evt_001016,2026-01-01T16:56:00+00:00,user_0500,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,6,allow_with_masking,False
ai_evt_001017,2026-01-01T16:57:00+00:00,user_0014,DataAssistant,summarize synthetic internal ticket,none,support_ticket,30,allow_with_masking,False
ai_evt_001018,2026-01-01T16:58:00+00:00,user_0483,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,33,allow_with_masking,False
ai_evt_001019,2026-01-01T16:59:00+00:00,user_0051,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,38,allow_with_masking,False
ai_evt_001020,2026-01-01T17:00:00+00:00,user_0281,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,29,allow,False
ai_evt_001021,2026-01-01T17:01:00+00:00,user_0418,SupportAgent,summarize synthetic internal ticket,query_metrics,none,27,allow_with_masking,False
ai_evt_001022,2026-01-01T17:02:00+00:00,user_0219,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,30,allow,False
ai_evt_001023,2026-01-01T17:03:00+00:00,user_0479,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,1,allow,False
ai_evt_001024,2026-01-01T17:04:00+00:00,user_0277,SupportAgent,summarize synthetic internal ticket,search_docs,none,25,allow_with_masking,False
ai_evt_001025,2026-01-01T17:05:00+00:00,user_0426,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,16,allow_with_masking,False
ai_evt_001026,2026-01-01T17:06:00+00:00,user_0120,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,0,allow,False
ai_evt_001027,2026-01-01T17:07:00+00:00,user_0407,DataAssistant,summarize synthetic internal ticket,none,support_ticket,24,allow,False
ai_evt_001028,2026-01-01T17:08:00+00:00,user_0283,DataAssistant,summarize synthetic internal ticket,none,public_metric,33,allow,False
ai_evt_001029,2026-01-01T17:09:00+00:00,user_0303,DataAssistant,summarize synthetic internal ticket,none,public_metric,21,allow,False
ai_evt_001030,2026-01-01T17:10:00+00:00,user_0392,DataAssistant,summarize synthetic internal ticket,none,public_metric,15,allow_with_masking,False
ai_evt_001031,2026-01-01T17:11:00+00:00,user_0091,SupportAgent,summarize synthetic internal ticket,none,public_metric,18,allow,False
ai_evt_001032,2026-01-01T17:12:00+00:00,user_0358,EnterpriseCopilot,summarize synthetic internal ticket,none,none,5,allow_with_masking,False
ai_evt_001033,2026-01-01T17:13:00+00:00,user_0150,SupportAgent,summarize synthetic internal ticket,none,support_ticket,39,allow,False
ai_evt_001034,2026-01-01T17:14:00+00:00,user_0175,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,10,allow_with_masking,False
ai_evt_001035,2026-01-01T17:15:00+00:00,user_0410,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,34,allow,False
ai_evt_001036,2026-01-01T17:16:00+00:00,user_0366,DataAssistant,summarize synthetic internal ticket,none,public_metric,14,allow,False
ai_evt_001037,2026-01-01T17:17:00+00:00,user_0162,DataAssistant,summarize synthetic internal ticket,search_docs,none,18,allow_with_masking,False
ai_evt_001038,2026-01-01T17:18:00+00:00,user_0290,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,8,allow_with_masking,False
ai_evt_001039,2026-01-01T17:19:00+00:00,user_0259,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,25,allow_with_masking,False
ai_evt_001040,2026-01-01T17:20:00+00:00,user_0496,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,1,allow,False
ai_evt_001041,2026-01-01T17:21:00+00:00,user_0165,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,41,allow,False
ai_evt_001042,2026-01-01T17:22:00+00:00,user_0322,DataAssistant,summarize synthetic internal ticket,none,support_ticket,2,allow_with_masking,False
ai_evt_001043,2026-01-01T17:23:00+00:00,user_0328,SupportAgent,summarize synthetic internal ticket,search_docs,none,30,allow,False
ai_evt_001044,2026-01-01T17:24:00+00:00,user_0035,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,4,allow_with_masking,False
ai_evt_001045,2026-01-01T17:25:00+00:00,user_0353,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,37,allow_with_masking,False
ai_evt_001046,2026-01-01T17:26:00+00:00,user_0294,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,34,allow,False
ai_evt_001047,2026-01-01T17:27:00+00:00,user_0467,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,12,allow_with_masking,False
ai_evt_001048,2026-01-01T17:28:00+00:00,user_0482,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,41,allow_with_masking,False
ai_evt_001049,2026-01-01T17:29:00+00:00,user_0063,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,4,allow,False
ai_evt_001050,2026-01-01T17:30:00+00:00,user_0013,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,30,allow_with_masking,False
ai_evt_001051,2026-01-01T17:31:00+00:00,user_0435,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,9,allow_with_masking,False
ai_evt_001052,2026-01-01T17:32:00+00:00,user_0297,SupportAgent,summarize synthetic internal ticket,query_metrics,none,7,allow_with_masking,False
ai_evt_001053,2026-01-01T17:33:00+00:00,user_0011,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,23,allow_with_masking,False
ai_evt_001054,2026-01-01T17:34:00+00:00,user_0363,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,17,allow_with_masking,False
ai_evt_001055,2026-01-01T17:35:00+00:00,user_0131,SupportAgent,summarize synthetic internal ticket,search_docs,none,16,allow,False
ai_evt_001056,2026-01-01T17:36:00+00:00,user_0156,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,24,allow,False
ai_evt_001057,2026-01-01T17:37:00+00:00,user_0196,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,14,allow,False
ai_evt_001058,2026-01-01T17:38:00+00:00,user_0208,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,10,allow_with_masking,False
ai_evt_001059,2026-01-01T17:39:00+00:00,user_0247,SupportAgent,summarize synthetic internal ticket,query_metrics,none,20,allow,False
ai_evt_001060,2026-01-01T17:40:00+00:00,user_0193,DataAssistant,summarize synthetic internal ticket,none,none,29,allow_with_masking,False
ai_evt_001061,2026-01-01T17:41:00+00:00,user_0004,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,21,allow,False
ai_evt_001062,2026-01-01T17:42:00+00:00,user_0171,SupportAgent,summarize synthetic internal ticket,search_docs,none,39,allow,False
ai_evt_001063,2026-01-01T17:43:00+00:00,user_0167,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,7,allow,False
ai_evt_001064,2026-01-01T17:44:00+00:00,user_0282,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,32,allow,False
ai_evt_001065,2026-01-01T17:45:00+00:00,user_0022,DataAssistant,summarize synthetic internal ticket,none,none,24,allow,False
ai_evt_001066,2026-01-01T17:46:00+00:00,user_0471,DataAssistant,summarize synthetic internal ticket,none,none,40,allow,False
ai_evt_001067,2026-01-01T17:47:00+00:00,user_0340,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,7,allow,False
ai_evt_001068,2026-01-01T17:48:00+00:00,user_0487,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,14,allow_with_masking,False
ai_evt_001069,2026-01-01T17:49:00+00:00,user_0099,DataAssistant,summarize synthetic internal ticket,none,support_ticket,5,allow,False
ai_evt_001070,2026-01-01T17:50:00+00:00,user_0251,SupportAgent,summarize synthetic internal ticket,none,support_ticket,39,allow_with_masking,False
ai_evt_001071,2026-01-01T17:51:00+00:00,user_0332,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,24,allow_with_masking,False
ai_evt_001072,2026-01-01T17:52:00+00:00,user_0190,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,1,allow_with_masking,False
ai_evt_001073,2026-01-01T17:53:00+00:00,user_0142,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,17,allow_with_masking,False
ai_evt_001074,2026-01-01T17:54:00+00:00,user_0422,EnterpriseCopilot,summarize synthetic internal ticket,none,none,22,allow_with_masking,False
ai_evt_001075,2026-01-01T17:55:00+00:00,user_0236,SupportAgent,summarize synthetic internal ticket,none,public_metric,14,allow,False
ai_evt_001076,2026-01-01T17:56:00+00:00,user_0191,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,24,allow_with_masking,False
ai_evt_001077,2026-01-01T17:57:00+00:00,user_0006,DataAssistant,summarize synthetic internal ticket,none,public_metric,42,allow_with_masking,False
ai_evt_001078,2026-01-01T17:58:00+00:00,user_0381,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,41,allow_with_masking,False
ai_evt_001079,2026-01-01T17:59:00+00:00,user_0250,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,38,allow,False
ai_evt_001080,2026-01-01T18:00:00+00:00,user_0350,SupportAgent,summarize synthetic internal ticket,search_docs,none,14,allow,False
ai_evt_001081,2026-01-01T18:01:00+00:00,user_0205,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,27,allow_with_masking,False
ai_evt_001082,2026-01-01T18:02:00+00:00,user_0437,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,39,allow_with_masking,False
ai_evt_001083,2026-01-01T18:03:00+00:00,user_0270,DataAssistant,summarize synthetic internal ticket,query_metrics,none,5,allow_with_masking,False
ai_evt_001084,2026-01-01T18:04:00+00:00,user_0194,DataAssistant,summarize synthetic internal ticket,none,none,7,allow_with_masking,False
ai_evt_001085,2026-01-01T18:05:00+00:00,user_0405,DataAssistant,summarize synthetic internal ticket,none,public_metric,34,allow,False
ai_evt_001086,2026-01-01T18:06:00+00:00,user_0030,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,7,allow,False
ai_evt_001087,2026-01-01T18:07:00+00:00,user_0096,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,4,allow_with_masking,False
ai_evt_001088,2026-01-01T18:08:00+00:00,user_0355,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,33,allow,False
ai_evt_001089,2026-01-01T18:09:00+00:00,user_0203,DataAssistant,summarize synthetic internal ticket,query_metrics,none,41,allow_with_masking,False
ai_evt_001090,2026-01-01T18:10:00+00:00,user_0091,SupportAgent,summarize synthetic internal ticket,none,public_metric,38,allow_with_masking,False
ai_evt_001091,2026-01-01T18:11:00+00:00,user_0435,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,17,allow_with_masking,False
ai_evt_001092,2026-01-01T18:12:00+00:00,user_0103,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,29,allow,False
ai_evt_001093,2026-01-01T18:13:00+00:00,user_0207,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,7,allow,False
ai_evt_001094,2026-01-01T18:14:00+00:00,user_0134,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,37,allow,False
ai_evt_001095,2026-01-01T18:15:00+00:00,user_0431,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,21,allow_with_masking,False
ai_evt_001096,2026-01-01T18:16:00+00:00,user_0485,DataAssistant,summarize synthetic internal ticket,query_metrics,none,40,allow,False
ai_evt_001097,2026-01-01T18:17:00+00:00,user_0280,DataAssistant,summarize synthetic internal ticket,query_metrics,none,40,allow_with_masking,False
ai_evt_001098,2026-01-01T18:18:00+00:00,user_0061,SupportAgent,summarize synthetic internal ticket,query_metrics,none,29,allow_with_masking,False
ai_evt_001099,2026-01-01T18:19:00+00:00,user_0224,DataAssistant,summarize synthetic internal ticket,none,support_ticket,0,allow_with_masking,False
ai_evt_001100,2026-01-01T18:20:00+00:00,user_0436,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,31,allow,False
ai_evt_001101,2026-01-01T18:21:00+00:00,user_0484,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,16,allow_with_masking,False
ai_evt_001102,2026-01-01T18:22:00+00:00,user_0056,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,20,allow_with_masking,False
ai_evt_001103,2026-01-01T18:23:00+00:00,user_0258,DataAssistant,summarize synthetic internal ticket,search_docs,none,25,allow,False
ai_evt_001104,2026-01-01T18:24:00+00:00,user_0368,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,34,allow,False
ai_evt_001105,2026-01-01T18:25:00+00:00,user_0241,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,10,allow,False
ai_evt_001106,2026-01-01T18:26:00+00:00,user_0089,SupportAgent,summarize synthetic internal ticket,none,support_ticket,30,allow,False
ai_evt_001107,2026-01-01T18:27:00+00:00,user_0308,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,37,allow,False
ai_evt_001108,2026-01-01T18:28:00+00:00,user_0087,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,19,allow,False
ai_evt_001109,2026-01-01T18:29:00+00:00,user_0437,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,19,allow_with_masking,False
ai_evt_001110,2026-01-01T18:30:00+00:00,user_0144,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,29,allow,False
ai_evt_001111,2026-01-01T18:31:00+00:00,user_0168,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,41,allow_with_masking,False
ai_evt_001112,2026-01-01T18:32:00+00:00,user_0285,EnterpriseCopilot,summarize synthetic internal ticket,none,none,0,allow,False
ai_evt_001113,2026-01-01T18:33:00+00:00,user_0498,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,28,allow_with_masking,False
ai_evt_001114,2026-01-01T18:34:00+00:00,user_0373,SupportAgent,summarize synthetic internal ticket,query_metrics,none,1,allow,False
ai_evt_001115,2026-01-01T18:35:00+00:00,user_0229,DataAssistant,summarize synthetic internal ticket,none,public_metric,7,allow,False
ai_evt_001116,2026-01-01T18:36:00+00:00,user_0027,EnterpriseCopilot,summarize synthetic internal ticket,none,none,13,allow,False
ai_evt_001117,2026-01-01T18:37:00+00:00,user_0240,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,42,allow_with_masking,False
ai_evt_001118,2026-01-01T18:38:00+00:00,user_0138,SupportAgent,summarize synthetic internal ticket,search_docs,none,34,allow,False
ai_evt_001119,2026-01-01T18:39:00+00:00,user_0348,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,1,allow,False
ai_evt_001120,2026-01-01T18:40:00+00:00,user_0299,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,33,allow_with_masking,False
ai_evt_001121,2026-01-01T18:41:00+00:00,user_0391,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,36,allow_with_masking,False
ai_evt_001122,2026-01-01T18:42:00+00:00,user_0466,DataAssistant,summarize synthetic internal ticket,query_metrics,none,29,allow,False
ai_evt_001123,2026-01-01T18:43:00+00:00,user_0275,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,29,allow,False
ai_evt_001124,2026-01-01T18:44:00+00:00,user_0107,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,31,allow_with_masking,False
ai_evt_001125,2026-01-01T18:45:00+00:00,user_0164,SupportAgent,summarize synthetic internal ticket,none,support_ticket,28,allow_with_masking,False
ai_evt_001126,2026-01-01T18:46:00+00:00,user_0232,SupportAgent,summarize synthetic internal ticket,none,none,20,allow,False
ai_evt_001127,2026-01-01T18:47:00+00:00,user_0122,DataAssistant,summarize synthetic internal ticket,query_metrics,none,23,allow_with_masking,False
ai_evt_001128,2026-01-01T18:48:00+00:00,user_0227,DataAssistant,summarize synthetic internal ticket,query_metrics,none,19,allow_with_masking,False
ai_evt_001129,2026-01-01T18:49:00+00:00,user_0095,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,15,allow,False
ai_evt_001130,2026-01-01T18:50:00+00:00,user_0250,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,2,allow_with_masking,False
ai_evt_001131,2026-01-01T18:51:00+00:00,user_0125,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,8,allow,False
ai_evt_001132,2026-01-01T18:52:00+00:00,user_0042,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,34,allow,False
ai_evt_001133,2026-01-01T18:53:00+00:00,user_0234,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,27,allow,False
ai_evt_001134,2026-01-01T18:54:00+00:00,user_0253,EnterpriseCopilot,summarize synthetic internal ticket,none,none,44,allow_with_masking,False
ai_evt_001135,2026-01-01T18:55:00+00:00,user_0267,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,16,allow_with_masking,False
ai_evt_001136,2026-01-01T18:56:00+00:00,user_0189,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,2,allow,False
ai_evt_001137,2026-01-01T18:57:00+00:00,user_0235,DataAssistant,summarize synthetic internal ticket,none,none,3,allow,False
ai_evt_001138,2026-01-01T18:58:00+00:00,user_0263,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,36,allow_with_masking,False
ai_evt_001139,2026-01-01T18:59:00+00:00,user_0251,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,9,allow_with_masking,False
ai_evt_001140,2026-01-01T19:00:00+00:00,user_0475,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,19,allow,False
ai_evt_001141,2026-01-01T19:01:00+00:00,user_0456,SupportAgent,summarize synthetic internal ticket,search_docs,public_metric,20,allow_with_masking,False
ai_evt_001142,2026-01-01T19:02:00+00:00,user_0120,SupportAgent,summarize synthetic internal ticket,none,public_metric,9,allow,False
ai_evt_001143,2026-01-01T19:03:00+00:00,user_0434,DataAssistant,summarize synthetic internal ticket,search_docs,none,21,allow,False
ai_evt_001144,2026-01-01T19:04:00+00:00,user_0337,SupportAgent,summarize synthetic internal ticket,search_docs,none,34,allow_with_masking,False
ai_evt_001145,2026-01-01T19:05:00+00:00,user_0447,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,33,allow_with_masking,False
ai_evt_001146,2026-01-01T19:06:00+00:00,user_0050,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,43,allow_with_masking,False
ai_evt_001147,2026-01-01T19:07:00+00:00,user_0298,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,8,allow_with_masking,False
ai_evt_001148,2026-01-01T19:08:00+00:00,user_0221,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,28,allow,False
ai_evt_001149,2026-01-01T19:09:00+00:00,user_0014,SupportAgent,summarize synthetic internal ticket,none,none,44,allow,False
ai_evt_001150,2026-01-01T19:10:00+00:00,user_0491,DataAssistant,summarize synthetic internal ticket,query_metrics,none,31,allow_with_masking,False
ai_evt_001151,2026-01-01T19:11:00+00:00,user_0111,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,25,allow_with_masking,False
ai_evt_001152,2026-01-01T19:12:00+00:00,user_0289,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,41,allow_with_masking,False
ai_evt_001153,2026-01-01T19:13:00+00:00,user_0050,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,9,allow_with_masking,False
ai_evt_001154,2026-01-01T19:14:00+00:00,user_0142,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,43,allow_with_masking,False
ai_evt_001155,2026-01-01T19:15:00+00:00,user_0036,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,22,allow,False
ai_evt_001156,2026-01-01T19:16:00+00:00,user_0389,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,17,allow_with_masking,False
ai_evt_001157,2026-01-01T19:17:00+00:00,user_0290,DataAssistant,summarize synthetic internal ticket,none,public_metric,25,allow,False
ai_evt_001158,2026-01-01T19:18:00+00:00,user_0381,DataAssistant,summarize synthetic internal ticket,search_docs,none,11,allow_with_masking,False
ai_evt_001159,2026-01-01T19:19:00+00:00,user_0244,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,20,allow_with_masking,False
ai_evt_001160,2026-01-01T19:20:00+00:00,user_0188,DataAssistant,summarize synthetic internal ticket,none,public_metric,3,allow_with_masking,False
