event_id,timestamp,app_name,user_id,action,object_type,object_id,sharing_scope,result
saas_evt_002135,2026-01-01T11:35:00+00:00,SalesDesk,user_0473,view,oauth_app,object_0135,team,success
saas_evt_002136,2026-01-01T11:36:00+00:00,WikiHub,user_0420,view,document,object_0136,team,success
saas_evt_002137,2026-01-01T11:37:00+00:00,WikiHub,user_0051,oauth_consent,folder,object_0137,private,success
saas_evt_002138,2026-01-01T11:38:00+00:00,DriveBox,user_0143,share,folder,object_0138,private,success
saas_evt_002139,2026-01-01T11:39:00+00:00,SalesDesk,user_0446,view,document,object_0139,private,success
saas_evt_002140,2026-01-01T11:40:00+00:00,DriveBox,user_0477,share,document,object_0140,team,success
saas_evt_002141,2026-01-01T11:41:00+00:00,DriveBox,user_0293,oauth_consent,document,object_0141,team,success
saas_evt_002142,2026-01-01T11:42:00+00:00,DriveBox,user_0048,oauth_consent,folder,object_0142,team,success
saas_evt_002143,2026-01-01T11:43:00+00:00,DriveBox,user_0129,download,folder,object_0143,private,success
saas_evt_002144,2026-01-01T11:44:00+00:00,DriveBox,user_0379,share,document,object_0144,public,success
saas_evt_002145,2026-01-01T11:45:00+00:00,DriveBox,user_0205,share,oauth_app,object_0145,private,success
saas_evt_002146,2026-01-01T11:46:00+00:00,WikiHub,user_0196,share,document,object_0146,private,success
saas_evt_002147,2026-01-01T11:47:00+00:00,WikiHub,user_0176,download,document,object_0147,private,success
saas_evt_002148,2026-01-01T11:48:00+00:00,WikiHub,user_0073,download,folder,object_0148,private,success
saas_evt_002149,2026-01-01T11:49:00+00:00,WikiHub,user_0387,oauth_consent,folder,object_0149,private,success
saas_evt_002150,2026-01-01T11:50:00+00:00,SalesDesk,user_0472,share,document,object_0150,team,success
saas_evt_002151,2026-01-01T11:51:00+00:00,WikiHub,user_0449,oauth_consent,oauth_app,object_0151,team,success
saas_evt_002152,2026-01-01T11:52:00+00:00,DriveBox,user_0409,oauth_consent,document,object_0152,private,success
saas_evt_002153,2026-01-01T11:53:00+00:00,DriveBox,user_0351,view,document,object_0153,private,success
saas_evt_002154,2026-01-01T11:54:00+00:00,WikiHub,user_0381,oauth_consent,document,object_0154,private,success
saas_evt_002155,2026-01-01T11:55:00+00:00,SalesDesk,user_0498,view,document,object_0155,team,success
saas_evt_002156,2026-01-01T11:56:00+00:00,WikiHub,user_0411,oauth_consent,oauth_app,object_0156,private,success
saas_evt_002157,2026-01-01T11:57:00+00:00,SalesDesk,user_0072,oauth_consent,oauth_app,object_0157,team,success
saas_evt_002158,2026-01-01T11:58:00+00:00,WikiHub,user_0064,oauth_consent,oauth_app,object_0158,private,success
saas_evt_002159,2026-01-01T11:59:00+00:00,SalesDesk,user_0092,view,folder,object_0159,team,success
saas_evt_002160,2026-01-01T12:00:00+00:00,SalesDesk,user_0348,view,oauth_app,object_0160,private,success
saas_evt_002161,2026-01-01T12:01:00+00:00,DriveBox,user_0334,oauth_consent,oauth_app,object_0161,private,success
saas_evt_002162,2026-01-01T12:02:00+00:00,SalesDesk,user_0273,share,folder,object_0162,private,success
saas_evt_002163,2026-01-01T12:03:00+00:00,DriveBox,user_0362,download,folder,object_0163,private,success
saas_evt_002164,2026-01-01T12:04:00+00:00,DriveBox,user_0016,download,document,object_0164,team,success
saas_evt_002165,2026-01-01T12:05:00+00:00,DriveBox,user_0459,share,folder,object_0165,private,success
saas_evt_002166,2026-01-01T12:06:00+00:00,DriveBox,user_0413,share,document,object_0166,private,success
saas_evt_002167,2026-01-01T12:07:00+00:00,DriveBox,user_0094,view,document,object_0167,team,success
saas_evt_002168,2026-01-01T12:08:00+00:00,DriveBox,user_0483,share,folder,object_0168,private,success
saas_evt_002169,2026-01-01T12:09:00+00:00,DriveBox,user_0163,oauth_consent,folder,object_0169,team,success
saas_evt_002170,2026-01-01T12:10:00+00:00,DriveBox,user_0097,view,document,object_0170,private,success
saas_evt_002171,2026-01-01T12:11:00+00:00,SalesDesk,user_0194,view,folder,object_0171,private,success
saas_evt_002172,2026-01-01T12:12:00+00:00,DriveBox,user_0010,view,document,object_0172,private,success
saas_evt_002173,2026-01-01T12:13:00+00:00,DriveBox,user_0160,view,oauth_app,object_0173,private,success
saas_evt_002174,2026-01-01T12:14:00+00:00,WikiHub,user_0258,share,oauth_app,object_0174,team,success
saas_evt_002175,2026-01-01T12:15:00+00:00,WikiHub,user_0036,view,folder,object_0175,private,success
saas_evt_002176,2026-01-01T12:16:00+00:00,DriveBox,user_0500,view,document,object_0176,private,success
saas_evt_002177,2026-01-01T12:17:00+00:00,DriveBox,user_0115,download,document,object_0177,private,success
saas_evt_002178,2026-01-01T12:18:00+00:00,WikiHub,user_0281,view,folder,object_0178,private,success
saas_evt_002179,2026-01-01T12:19:00+00:00,WikiHub,user_0092,share,folder,object_0179,private,success
saas_evt_002180,2026-01-01T12:20:00+00:00,DriveBox,user_0191,oauth_consent,document,object_0180,private,success
saas_evt_002181,2026-01-01T12:21:00+00:00,WikiHub,user_0025,download,folder,object_0181,private,success
saas_evt_002182,2026-01-01T12:22:00+00:00,WikiHub,user_0473,share,folder,object_0182,private,success
saas_evt_002183,2026-01-01T12:23:00+00:00,SalesDesk,user_0445,view,folder,object_0183,private,success
saas_evt_002184,2026-01-01T12:24:00+00:00,SalesDesk,user_0044,share,document,object_0184,private,success
saas_evt_002185,2026-01-01T12:25:00+00:00,DriveBox,user_0138,oauth_consent,document,object_0185,private,success
saas_evt_002186,2026-01-01T12:26:00+00:00,SalesDesk,user_0420,download,folder,object_0186,team,success
saas_evt_002187,2026-01-01T12:27:00+00:00,DriveBox,user_0432,share,document,object_0187,private,success
saas_evt_002188,2026-01-01T12:28:00+00:00,WikiHub,user_0492,view,oauth_app,object_0188,private,success
saas_evt_002189,2026-01-01T12:29:00+00:00,DriveBox,user_0212,download,oauth_app,object_0189,private,success
saas_evt_002190,2026-01-01T12:30:00+00:00,WikiHub,user_0032,view,document,object_0190,private,success
saas_evt_002191,2026-01-01T12:31:00+00:00,WikiHub,user_0178,view,oauth_app,object_0191,private,success
saas_evt_002192,2026-01-01T12:32:00+00:00,DriveBox,user_0047,oauth_consent,oauth_app,object_0192,private,success
saas_evt_002193,2026-01-01T12:33:00+00:00,WikiHub,user_0092,oauth_consent,document,object_0193,private,success
saas_evt_002194,2026-01-01T12:34:00+00:00,DriveBox,user_0302,oauth_consent,folder,object_0194,private,success
saas_evt_002195,2026-01-01T12:35:00+00:00,DriveBox,user_0410,share,oauth_app,object_0195,team,success
saas_evt_002196,2026-01-01T12:36:00+00:00,DriveBox,user_0456,share,folder,object_0196,private,success
saas_evt_002197,2026-01-01T12:37:00+00:00,SalesDesk,user_0500,oauth_consent,oauth_app,object_0197,team,success
saas_evt_002198,2026-01-01T12:38:00+00:00,WikiHub,user_0445,view,oauth_app,object_0198,private,success
saas_evt_002199,2026-01-01T12:39:00+00:00,WikiHub,user_0433,share,folder,object_0199,private,success
saas_evt_002200,2026-01-01T12:40:00+00:00,WikiHub,user_0421,share,document,object_0200,private,success
saas_evt_002201,2026-01-01T12:41:00+00:00,WikiHub,user_0063,view,folder,object_0201,private,success
saas_evt_002202,2026-01-01T12:42:00+00:00,WikiHub,user_0192,oauth_consent,document,object_0202,private,success
saas_evt_002203,2026-01-01T12:43:00+00:00,DriveBox,user_0105,share,oauth_app,object_0203,private,success
saas_evt_002204,2026-01-01T12:44:00+00:00,WikiHub,user_0357,share,oauth_app,object_0204,private,success
saas_evt_002205,2026-01-01T12:45:00+00:00,WikiHub,user_0463,share,folder,object_0205,private,success
saas_evt_002206,2026-01-01T12:46:00+00:00,SalesDesk,user_0033,oauth_consent,oauth_app,object_0206,private,success
saas_evt_002207,2026-01-01T12:47:00+00:00,SalesDesk,user_0250,download,oauth_app,object_0207,private,success
saas_evt_002208,2026-01-01T12:48:00+00:00,WikiHub,user_0340,view,oauth_app,object_0208,team,success
saas_evt_002209,2026-01-01T12:49:00+00:00,WikiHub,user_0481,view,oauth_app,object_0209,team,success
saas_evt_002210,2026-01-01T12:50:00+00:00,DriveBox,user_0212,view,folder,object_0210,private,success
saas_evt_002211,2026-01-01T12:51:00+00:00,WikiHub,user_0457,oauth_consent,oauth_app,object_0211,team,success
saas_evt_002212,2026-01-01T12:52:00+00:00,SalesDesk,user_0424,share,folder,object_0212,private,success
saas_evt_002213,2026-01-01T12:53:00+00:00,WikiHub,user_0025,view,document,object_0213,team,success
saas_evt_002214,2026-01-01T12:54:00+00:00,WikiHub,user_0111,share,oauth_app,object_0214,team,success
saas_evt_002215,2026-01-01T12:55:00+00:00,DriveBox,user_0075,share,oauth_app,object_0215,team,success
saas_evt_002216,2026-01-01T12:56:00+00:00,DriveBox,user_0355,download,folder,object_0216,private,success
saas_evt_002217,2026-01-01T12:57:00+00:00,DriveBox,user_0022,view,oauth_app,object_0217,private,success
saas_evt_002218,2026-01-01T12:58:00+00:00,SalesDesk,user_0100,share,folder,object_0218,private,success
saas_evt_002219,2026-01-01T12:59:00+00:00,SalesDesk,user_0233,share,oauth_app,object_0219,private,success
saas_evt_002220,2026-01-01T13:00:00+00:00,SalesDesk,user_0406,share,oauth_app,object_0220,private,success
saas_evt_002221,2026-01-01T13:01:00+00:00,WikiHub,user_0041,view,oauth_app,object_0221,private,success
saas_evt_002222,2026-01-01T13:02:00+00:00,WikiHub,user_0132,download,document,object_0222,private,success
saas_evt_002223,2026-01-01T13:03:00+00:00,DriveBox,user_0014,download,oauth_app,object_0223,private,success
saas_evt_002224,2026-01-01T13:04:00+00:00,SalesDesk,user_0387,oauth_consent,document,object_0224,private,success
saas_evt_002225,2026-01-01T13:05:00+00:00,DriveBox,user_0447,view,folder,object_0225,team,success
saas_evt_002226,2026-01-01T13:06:00+00:00,DriveBox,user_0016,oauth_consent,document,object_0226,team,success
saas_evt_002227,2026-01-01T13:07:00+00:00,WikiHub,user_0171,view,oauth_app,object_0227,private,success
saas_evt_002228,2026-01-01T13:08:00+00:00,SalesDesk,user_0419,share,oauth_app,object_0228,team,success
saas_evt_002229,2026-01-01T13:09:00+00:00,SalesDesk,user_0288,share,folder,object_0229,private,success
saas_evt_002230,2026-01-01T13:10:00+00:00,WikiHub,user_0239,view,folder,object_0230,private,success
saas_evt_002231,2026-01-01T13:11:00+00:00,WikiHub,user_0035,view,document,object_0231,team,success
saas_evt_002232,2026-01-01T13:12:00+00:00,SalesDesk,user_0337,oauth_consent,document,object_0232,private,success
saas_evt_002233,2026-01-01T13:13:00+00:00,WikiHub,user_0271,download,document,object_0233,private,success
saas_evt_002234,2026-01-01T13:14:00+00:00,DriveBox,user_0021,download,document,object_0234,private,success
saas_evt_002235,2026-01-01T13:15:00+00:00,DriveBox,user_0123,oauth_consent,document,object_0235,private,success
saas_evt_002236,2026-01-01T13:16:00+00:00,DriveBox,user_0244,share,document,object_0236,private,success
saas_evt_002237,2026-01-01T13:17:00+00:00,SalesDesk,user_0071,oauth_consent,oauth_app,object_0237,team,success
saas_evt_002238,2026-01-01T13:18:00+00:00,WikiHub,user_0281,share,folder,object_0238,private,success
saas_evt_002239,2026-01-01T13:19:00+00:00,SalesDesk,user_0162,share,oauth_app,object_0239,private,success
saas_evt_002240,2026-01-01T13:20:00+00:00,DriveBox,user_0276,oauth_consent,document,object_0240,private,success
saas_evt_002241,2026-01-01T13:21:00+00:00,DriveBox,user_0232,download,oauth_app,object_0241,team,success
saas_evt_002242,2026-01-01T13:22:00+00:00,SalesDesk,user_0411,download,document,object_0242,private,success
saas_evt_002243,2026-01-01T13:23:00+00:00,SalesDesk,user_0117,view,folder,object_0243,private,success
saas_evt_002244,2026-01-01T13:24:00+00:00,SalesDesk,user_0443,share,document,object_0244,team,success
saas_evt_002245,2026-01-01T13:25:00+00:00,DriveBox,user_0345,share,folder,object_0245,private,success
saas_evt_002246,2026-01-01T13:26:00+00:00,DriveBox,user_0467,share,oauth_app,object_0246,private,success
saas_evt_002247,2026-01-01T13:27:00+00:00,WikiHub,user_0257,oauth_consent,document,object_0247,team,success
saas_evt_002248,2026-01-01T13:28:00+00:00,SalesDesk,user_0380,oauth_consent,oauth_app,object_0248,private,success
saas_evt_002249,2026-01-01T13:29:00+00:00,WikiHub,user_0253,share,folder,object_0249,private,success
saas_evt_002250,2026-01-01T13:30:00+00:00,DriveBox,user_0077,share,document,object_0250,team,success
saas_evt_002251,2026-01-01T13:31:00+00:00,WikiHub,user_0249,oauth_consent,folder,object_0251,private,success
saas_evt_002252,2026-01-01T13:32:00+00:00,SalesDesk,user_0385,download,folder,object_0252,team,success
saas_evt_002253,2026-01-01T13:33:00+00:00,WikiHub,user_0375,share,oauth_app,object_0253,private,success
saas_evt_002254,2026-01-01T13:34:00+00:00,WikiHub,user_0488,view,folder,object_0254,private,success
saas_evt_002255,2026-01-01T13:35:00+00:00,WikiHub,user_0132,download,folder,object_0255,private,success
saas_evt_002256,2026-01-01T13:36:00+00:00,SalesDesk,user_0383,download,folder,object_0256,private,success
saas_evt_002257,2026-01-01T13:37:00+00:00,SalesDesk,user_0214,share,folder,object_0257,private,success
saas_evt_002258,2026-01-01T13:38:00+00:00,SalesDesk,user_0433,view,oauth_app,object_0258,private,success
saas_evt_002259,2026-01-01T13:39:00+00:00,DriveBox,user_0207,oauth_consent,folder,object_0259,private,success
saas_evt_002260,2026-01-01T13:40:00+00:00,SalesDesk,user_0141,download,folder,object_0260,private,success
saas_evt_002261,2026-01-01T13:41:00+00:00,SalesDesk,user_0393,share,oauth_app,object_0261,private,success
saas_evt_002262,2026-01-01T13:42:00+00:00,DriveBox,user_0314,view,folder,object_0262,private,success
saas_evt_002263,2026-01-01T13:43:00+00:00,SalesDesk,user_0240,download,folder,object_0263,private,success
saas_evt_002264,2026-01-01T13:44:00+00:00,WikiHub,user_0070,download,oauth_app,object_0264,team,success
saas_evt_002265,2026-01-01T13:45:00+00:00,SalesDesk,user_0253,download,document,object_0265,private,success
saas_evt_002266,2026-01-01T13:46:00+00:00,SalesDesk,user_0139,download,folder,object_0266,team,success
saas_evt_002267,2026-01-01T13:47:00+00:00,SalesDesk,user_0302,download,oauth_app,object_0267,team,success
saas_evt_002268,2026-01-01T13:48:00+00:00,DriveBox,user_0281,view,folder,object_0268,team,success
saas_evt_002269,2026-01-01T13:49:00+00:00,SalesDesk,user_0013,view,folder,object_0269,private,success
saas_evt_002270,2026-01-01T13:50:00+00:00,WikiHub,user_0210,view,folder,object_0270,private,success
saas_evt_002271,2026-01-01T13:51:00+00:00,SalesDesk,user_0325,view,folder,object_0271,team,success
saas_evt_002272,2026-01-01T13:52:00+00:00,SalesDesk,user_0037,download,document,object_0272,private,success
saas_evt_002273,2026-01-01T13:53:00+00:00,SalesDesk,user_0333,view,folder,object_0273,private,success
saas_evt_002274,2026-01-01T13:54:00+00:00,DriveBox,user_0198,share,document,object_0274,private,success
saas_evt_002275,2026-01-01T13:55:00+00:00,WikiHub,user_0019,view,document,object_0275,private,success
saas_evt_002276,2026-01-01T13:56:00+00:00,SalesDesk,user_0477,oauth_consent,oauth_app,object_0276,private,success
saas_evt_002277,2026-01-01T13:57:00+00:00,DriveBox,user_0179,download,oauth_app,object_0277,private,success
saas_evt_002278,2026-01-01T13:58:00+00:00,DriveBox,user_0010,share,folder,object_0278,private,success
saas_evt_002279,2026-01-01T13:59:00+00:00,SalesDesk,user_0164,oauth_consent,folder,object_0279,private,success
saas_evt_002280,2026-01-01T14:00:00+00:00,SalesDesk,user_0314,oauth_consent,folder,object_0280,private,success
saas_evt_002281,2026-01-01T14:01:00+00:00,DriveBox,user_0439,download,oauth_app,object_0281,private,success
saas_evt_002282,2026-01-01T14:02:00+00:00,DriveBox,user_0396,view,oauth_app,object_0282,private,success
saas_evt_002283,2026-01-01T14:03:00+00:00,SalesDesk,user_0500,view,folder,object_0283,team,success
saas_evt_002284,2026-01-01T14:04:00+00:00,DriveBox,user_0238,share,document,object_0284,private,success
saas_evt_002285,2026-01-01T14:05:00+00:00,DriveBox,user_0246,share,document,object_0285,public,success
saas_evt_002286,2026-01-01T14:06:00+00:00,SalesDesk,user_0439,view,folder,object_0286,private,success
saas_evt_002287,2026-01-01T14:07:00+00:00,SalesDesk,user_0179,share,document,object_0287,private,success
saas_evt_002288,2026-01-01T14:08:00+00:00,WikiHub,user_0211,view,folder,object_0288,private,success
saas_evt_002289,2026-01-01T14:09:00+00:00,DriveBox,user_0355,oauth_consent,folder,object_0289,team,success
saas_evt_002290,2026-01-01T14:10:00+00:00,SalesDesk,user_0120,share,document,object_0290,private,success
saas_evt_002291,2026-01-01T14:11:00+00:00,WikiHub,user_0261,download,folder,object_0291,private,success
saas_evt_002292,2026-01-01T14:12:00+00:00,SalesDesk,user_0173,share,document,object_0292,private,success
saas_evt_002293,2026-01-01T14:13:00+00:00,DriveBox,user_0271,oauth_consent,document,object_0293,private,success
saas_evt_002294,2026-01-01T14:14:00+00:00,WikiHub,user_0144,view,oauth_app,object_0294,private,success
saas_evt_002295,2026-01-01T14:15:00+00:00,WikiHub,user_0425,oauth_consent,oauth_app,object_0295,team,success
saas_evt_002296,2026-01-01T14:16:00+00:00,WikiHub,user_0361,download,oauth_app,object_0296,private,success
saas_evt_002297,2026-01-01T14:17:00+00:00,WikiHub,user_0380,view,oauth_app,object_0297,private,success
saas_evt_002298,2026-01-01T14:18:00+00:00,WikiHub,user_0488,download,folder,object_0298,team,success
saas_evt_002299,2026-01-01T14:19:00+00:00,SalesDesk,user_0467,view,folder,object_0299,private,success
saas_evt_002300,2026-01-01T14:20:00+00:00,WikiHub,user_0140,oauth_consent,oauth_app,object_0300,private,success
saas_evt_002301,2026-01-01T14:21:00+00:00,WikiHub,user_0397,share,document,object_0301,team,success
saas_evt_002302,2026-01-01T14:22:00+00:00,WikiHub,user_0371,view,folder,object_0302,private,success
saas_evt_002303,2026-01-01T14:23:00+00:00,DriveBox,user_0215,view,document,object_0303,private,success
saas_evt_002304,2026-01-01T14:24:00+00:00,WikiHub,user_0139,view,document,object_0304,private,success
saas_evt_002305,2026-01-01T14:25:00+00:00,DriveBox,user_0162,view,document,object_0305,private,success
saas_evt_002306,2026-01-01T14:26:00+00:00,WikiHub,user_0304,share,oauth_app,object_0306,private,success
saas_evt_002307,2026-01-01T14:27:00+00:00,DriveBox,user_0099,view,folder,object_0307,private,success
saas_evt_002308,2026-01-01T14:28:00+00:00,WikiHub,user_0238,view,folder,object_0308,private,success
saas_evt_002309,2026-01-01T14:29:00+00:00,DriveBox,user_0414,view,folder,object_0309,private,success
saas_evt_002310,2026-01-01T14:30:00+00:00,WikiHub,user_0175,oauth_consent,document,object_0310,private,success
saas_evt_002311,2026-01-01T14:31:00+00:00,SalesDesk,user_0123,share,oauth_app,object_0311,public,success
saas_evt_002312,2026-01-01T14:32:00+00:00,WikiHub,user_0406,download,folder,object_0312,private,success
saas_evt_002313,2026-01-01T14:33:00+00:00,SalesDesk,user_0050,download,folder,object_0313,private,success
saas_evt_002314,2026-01-01T14:34:00+00:00,SalesDesk,user_0087,download,folder,object_0314,private,success
saas_evt_002315,2026-01-01T14:35:00+00:00,WikiHub,user_0373,oauth_consent,oauth_app,object_0315,private,success
saas_evt_002316,2026-01-01T14:36:00+00:00,DriveBox,user_0401,share,oauth_app,object_0316,private,success
saas_evt_002317,2026-01-01T14:37:00+00:00,DriveBox,user_0039,share,folder,object_0317,private,success
saas_evt_002318,2026-01-01T14:38:00+00:00,DriveBox,user_0344,oauth_consent,oauth_app,object_0318,private,success
saas_evt_002319,2026-01-01T14:39:00+00:00,DriveBox,user_0424,share,folder,object_0319,private,success
saas_evt_002320,2026-01-01T14:40:00+00:00,DriveBox,user_0479,oauth_consent,oauth_app,object_0320,private,success
saas_evt_002321,2026-01-01T14:41:00+00:00,SalesDesk,user_0094,view,document,object_0321,private,success
saas_evt_002322,2026-01-01T14:42:00+00:00,WikiHub,user_0455,oauth_consent,folder,object_0322,private,success
saas_evt_002323,2026-01-01T14:43:00+00:00,WikiHub,user_0170,share,folder,object_0323,team,success
saas_evt_002324,2026-01-01T14:44:00+00:00,DriveBox,user_0464,download,oauth_app,object_0324,private,success
saas_evt_002325,2026-01-01T14:45:00+00:00,SalesDesk,user_0388,share,document,object_0325,private,success
saas_evt_002326,2026-01-01T14:46:00+00:00,WikiHub,user_0322,download,document,object_0326,private,success
saas_evt_002327,2026-01-01T14:47:00+00:00,WikiHub,user_0255,oauth_consent,oauth_app,object_0327,team,success
saas_evt_002328,2026-01-01T14:48:00+00:00,WikiHub,user_0291,oauth_consent,folder,object_0328,private,success
saas_evt_002329,2026-01-01T14:49:00+00:00,SalesDesk,user_0424,view,oauth_app,object_0329,private,success
saas_evt_002330,2026-01-01T14:50:00+00:00,SalesDesk,user_0414,download,oauth_app,object_0330,public,success
saas_evt_002331,2026-01-01T14:51:00+00:00,WikiHub,user_0441,oauth_consent,oauth_app,object_0331,team,success
saas_evt_002332,2026-01-01T14:52:00+00:00,DriveBox,user_0116,oauth_consent,oauth_app,object_0332,private,success
saas_evt_002333,2026-01-01T14:53:00+00:00,SalesDesk,user_0498,share,document,object_0333,private,success
saas_evt_002334,2026-01-01T14:54:00+00:00,WikiHub,user_0126,oauth_consent,folder,object_0334,private,success
saas_evt_002335,2026-01-01T14:55:00+00:00,WikiHub,user_0224,view,document,object_0335,private,success
saas_evt_002336,2026-01-01T14:56:00+00:00,WikiHub,user_0470,view,document,object_0336,private,success
saas_evt_002337,2026-01-01T14:57:00+00:00,DriveBox,user_0210,download,folder,object_0337,private,success
saas_evt_002338,2026-01-01T14:58:00+00:00,SalesDesk,user_0307,download,document,object_0338,private,success
saas_evt_002339,2026-01-01T14:59:00+00:00,SalesDesk,user_0092,view,oauth_app,object_0339,private,success
saas_evt_002340,2026-01-01T15:00:00+00:00,SalesDesk,user_0086,view,document,object_0340,team,success
saas_evt_002341,2026-01-01T15:01:00+00:00,DriveBox,user_0290,view,oauth_app,object_0341,private,success
saas_evt_002342,2026-01-01T15:02:00+00:00,SalesDesk,user_0153,oauth_consent,oauth_app,object_0342,private,success
saas_evt_002343,2026-01-01T15:03:00+00:00,DriveBox,user_0022,view,oauth_app,object_0343,private,success
saas_evt_002344,2026-01-01T15:04:00+00:00,SalesDesk,user_0413,share,folder,object_0344,private,success
saas_evt_002345,2026-01-01T15:05:00+00:00,DriveBox,user_0448,oauth_consent,document,object_0345,private,success
saas_evt_002346,2026-01-01T15:06:00+00:00,DriveBox,user_0239,share,document,object_0346,team,success
saas_evt_002347,2026-01-01T15:07:00+00:00,WikiHub,user_0215,oauth_consent,folder,object_0347,private,success
saas_evt_002348,2026-01-01T15:08:00+00:00,DriveBox,user_0440,download,folder,object_0348,private,success
saas_evt_002349,2026-01-01T15:09:00+00:00,DriveBox,user_0022,download,oauth_app,object_0349,private,success
saas_evt_002350,2026-01-01T15:10:00+00:00,DriveBox,user_0232,view,oauth_app,object_0350,private,success
saas_evt_002351,2026-01-01T15:11:00+00:00,WikiHub,user_0332,view,document,object_0351,private,success
saas_evt_002352,2026-01-01T15:12:00+00:00,SalesDesk,user_0066,view,folder,object_0352,private,success
saas_evt_002353,2026-01-01T15:13:00+00:00,SalesDesk,user_0345,download,document,object_0353,team,success
saas_evt_002354,2026-01-01T15:14:00+00:00,SalesDesk,user_0018,oauth_consent,document,object_0354,private,success
saas_evt_002355,2026-01-01T15:15:00+00:00,DriveBox,user_0374,download,oauth_app,object_0355,private,success
saas_evt_002356,2026-01-01T15:16:00+00:00,SalesDesk,user_0405,share,oauth_app,object_0356,private,success
saas_evt_002357,2026-01-01T15:17:00+00:00,SalesDesk,user_0323,view,folder,object_0357,private,success
saas_evt_002358,2026-01-01T15:18:00+00:00,DriveBox,user_0054,download,folder,object_0358,private,success
saas_evt_002359,2026-01-01T15:19:00+00:00,SalesDesk,user_0123,share,folder,object_0359,private,success
saas_evt_002360,2026-01-01T15:20:00+00:00,DriveBox,user_0377,share,oauth_app,object_0360,private,success
saas_evt_002361,2026-01-01T15:21:00+00:00,SalesDesk,user_0139,oauth_consent,oauth_app,object_0361,team,success
saas_evt_002362,2026-01-01T15:22:00+00:00,SalesDesk,user_0040,view,document,object_0362,private,success
saas_evt_002363,2026-01-01T15:23:00+00:00,SalesDesk,user_0183,oauth_consent,oauth_app,object_0363,private,success
saas_evt_002364,2026-01-01T15:24:00+00:00,SalesDesk,user_0425,share,oauth_app,object_0364,team,success
saas_evt_002365,2026-01-01T15:25:00+00:00,DriveBox,user_0435,view,folder,object_0365,private,success
saas_evt_002366,2026-01-01T15:26:00+00:00,WikiHub,user_0238,share,folder,object_0366,private,success
saas_evt_002367,2026-01-01T15:27:00+00:00,SalesDesk,user_0382,view,oauth_app,object_0367,team,success
saas_evt_002368,2026-01-01T15:28:00+00:00,WikiHub,user_0273,share,folder,object_0368,private,success
saas_evt_002369,2026-01-01T15:29:00+00:00,WikiHub,user_0414,oauth_consent,folder,object_0369,private,success
saas_evt_002370,2026-01-01T15:30:00+00:00,WikiHub,user_0140,download,oauth_app,object_0370,private,success
saas_evt_002371,2026-01-01T15:31:00+00:00,DriveBox,user_0010,share,folder,object_0371,private,success
saas_evt_002372,2026-01-01T15:32:00+00:00,DriveBox,user_0403,view,folder,object_0372,public,success
saas_evt_002373,2026-01-01T15:33:00+00:00,DriveBox,user_0379,share,document,object_0373,private,success
saas_evt_002374,2026-01-01T15:34:00+00:00,DriveBox,user_0087,download,folder,object_0374,private,success
saas_evt_002375,2026-01-01T15:35:00+00:00,SalesDesk,user_0345,download,oauth_app,object_0375,private,success
saas_evt_002376,2026-01-01T15:36:00+00:00,SalesDesk,user_0129,view,document,object_0376,private,success
saas_evt_002377,2026-01-01T15:37:00+00:00,DriveBox,user_0105,view,oauth_app,object_0377,private,success
saas_evt_002378,2026-01-01T15:38:00+00:00,WikiHub,user_0048,share,document,object_0378,private,success
saas_evt_002379,2026-01-01T15:39:00+00:00,DriveBox,user_0414,download,document,object_0379,private,success
saas_evt_002380,2026-01-01T15:40:00+00:00,WikiHub,user_0393,view,folder,object_0380,private,success
saas_evt_002381,2026-01-01T15:41:00+00:00,DriveBox,user_0477,oauth_consent,folder,object_0381,private,success
saas_evt_002382,2026-01-01T15:42:00+00:00,WikiHub,user_0140,share,folder,object_0382,private,success
saas_evt_002383,2026-01-01T15:43:00+00:00,WikiHub,user_0466,view,folder,object_0383,private,success
saas_evt_002384,2026-01-01T15:44:00+00:00,SalesDesk,user_0450,download,oauth_app,object_0384,private,success
saas_evt_002385,2026-01-01T15:45:00+00:00,WikiHub,user_0490,oauth_consent,oauth_app,object_0385,team,success
saas_evt_002386,2026-01-01T15:46:00+00:00,DriveBox,user_0111,share,folder,object_0386,private,success
saas_evt_002387,2026-01-01T15:47:00+00:00,SalesDesk,user_0463,oauth_consent,oauth_app,object_0387,private,success
saas_evt_002388,2026-01-01T15:48:00+00:00,SalesDesk,user_0148,view,document,object_0388,private,success
saas_evt_002389,2026-01-01T15:49:00+00:00,WikiHub,user_0201,oauth_consent,folder,object_0389,private,success
saas_evt_002390,2026-01-01T15:50:00+00:00,WikiHub,user_0156,view,document,object_0390,private,success
saas_evt_002391,2026-01-01T15:51:00+00:00,WikiHub,user_0209,share,document,object_0391,team,success
saas_evt_002392,2026-01-01T15:52:00+00:00,DriveBox,user_0336,oauth_consent,oauth_app,object_0392,private,success
saas_evt_002393,2026-01-01T15:53:00+00:00,WikiHub,user_0123,oauth_consent,document,object_0393,private,success
saas_evt_002394,2026-01-01T15:54:00+00:00,WikiHub,user_0161,oauth_consent,folder,object_0394,private,success
saas_evt_002395,2026-01-01T15:55:00+00:00,WikiHub,user_0252,share,folder,object_0395,team,success
saas_evt_002396,2026-01-01T15:56:00+00:00,DriveBox,user_0404,view,folder,object_0396,public,success
